Scenario	Replication	[CycleTime].SampleAverage/1[min]		[LastPatientMonday].SampleAverage		Overtime		[LastPatientTuesday].SampleAverage		Overtime		[LastPatientWednesday].SampleAverage		Overtime		[LastPatientThursday].SampleAverage		Overtime		[LastPatientFriday].SampleAverage		Overtime		[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[DevelopX-Ray].WorkingTime/[DevelopX-Ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[Orderly4].WorkingTime/[Orderly4].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayTech4].WorkingTime/[X-RayTech4].TotalTime		[X-RayTech5].WorkingTime/[X-RayTech5].TotalTime		[X-RayTech6].WorkingTime/[X-RayTech6].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[X-RayRoom3].WorkingTime/[X-RayRoom3].TotalTime		[X-RayRoom4].WorkingTime/[X-RayRoom4].TotalTime		[DRTech1].WorkingTime/[DRTech1].TotalTime		[DRTech2].WorkingTime/[DRTech2].TotalTime		[DRTech3].WorkingTime/[DRTech3].TotalTime		[DRTech4].WorkingTime/[DRTech4].TotalTime		[DRTech5].WorkingTime/[DRTech5].TotalTime		[DarkRoom1].WorkingTime/[DarkRoom1].TotalTime		[DarkRoom2].WorkingTime/[DarkRoom2].TotalTime		[DarkRoom3].WorkingTime/[DarkRoom3].TotalTime		[DarkRoom4].WorkingTime/[DarkRoom4].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[WaitingDevelop].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[WaitingDevelop].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime)/1[min]		[PatientEnterPhysiciansOffice].NumberAdded	
1	68	101.8187746		822.3879699		102.3879699		2257.771875		97.77187477		3849.156092		249.1560925		5130.778191		90.77819135		6568.736318		88.7363179		0.46514166		0.385731605		0.51622852		0.525135259		0.267261161		0.50069904		0.526365793		0.546588763		0.511741074		0.492759835		0.406030001		0.420201102		0.411386869		0.405970155		0.404224005		0.415789124		0.39932856		0.402226798		0.417418598		0.400703079		0.443653976		0.434030753		0.438480435		0.42404609		0.426657663		0.468901678		0.471084867		0.472771263		0.46519124		3.75		3.6875		3.5		3.3125		3.6875		3.75		3.6875		3.5		3.3125		3.6875		2.114974889		0.050039893		0.245921562		0.95203834		0.11081785		2.341665968		5.704640652		46.32023178		856	
1	69	117.6959214		864.7586946		144.7586946		2337.184599		177.1845989		3723.020055		123.0200551		5193.116513		153.1165125		6668.434295		188.4342954		0.479190014		0.40657518		0.560523063		0.571029795		0.292048349		0.511405051		0.576644462		0.539530503		0.529562161		0.504984752		0.447272861		0.443285719		0.43292736		0.441830819		0.437557589		0.452209382		0.43921871		0.442457981		0.442390329		0.440360729		0.460958564		0.465955272		0.469780507		0.473348652		0.461540963		0.503729701		0.502954544		0.501665665		0.50361653		3.458333333		3.5625		3.5		3.770833333		4.166666667		3.458333333		3.5625		3.5		3.770833333		4.166666667		3.424689863		0.069133731		0.371629196		1.4560453		0.146704628		2.268385434		7.589883524		58.83050341		881	
1	70	121.9011482		820.4795483		100.4795483		2299.32698		139.3269795		3792.230587		192.230587		5207.796126		167.7961263		6673.70678		193.7067799		0.502849759		0.411784734		0.55978559		0.572357437		0.291242684		0.525146404		0.585953305		0.555704631		0.544862679		0.541782758		0.440632847		0.446686642		0.446346157		0.447148292		0.446132754		0.451637364		0.446372095		0.44701353		0.434776912		0.441566231		0.484135883		0.472465375		0.464490187		0.467062181		0.473029477		0.51535681		0.513550558		0.507419337		0.505311413		3.520833333		3.833333333		4.125		3.916666667		3.541666667		3.520833333		3.833333333		4.125		3.916666667		3.541666667		3.820761882		0.056924624		0.323859269		1.783834373		0.159561089		2.360001226		8.345381374		63.00660411		904	
1	71	129.8769371		847.8833272		127.8833272		2306.235794		146.2357941		3799.320949		199.3209492		5141.552754		101.5527539		6743.378366		263.3783655		0.493894195		0.413642626		0.559530335		0.575065724		0.290581165		0.523929566		0.582995729		0.565672607		0.546196241		0.529802246		0.442825128		0.455176621		0.451647209		0.448008555		0.453071048		0.441905105		0.446211887		0.447812116		0.447730576		0.441936135		0.480002949		0.471615861		0.47233285		0.480355315		0.465264644		0.513472277		0.51697364		0.507741695		0.514424662		3.604166667		3.791666667		4.395833333		3.020833333		4.333333333		3.604166667		3.791666667		4.395833333		3.020833333		4.333333333		4.987059943		0.053784192		0.376174772		2.026870777		0.147809867		2.087533824		9.531423508		71.08536098		914	
1	72	124.5626701		816.6762758		96.67627583		2332.391275		172.3912747		3823.915269		223.9152694		5234.288658		194.2886584		6630.839975		150.8399748		0.516971819		0.429342942		0.571256137		0.578104905		0.301842598		0.541842117		0.58625963		0.579022896		0.573071994		0.550324105		0.457746518		0.462291214		0.457165074		0.453739479		0.460462935		0.458802161		0.456950939		0.452791504		0.453557258		0.45070909		0.49674423		0.493522154		0.492155285		0.484506512		0.493201259		0.532940164		0.530323682		0.53178072		0.534525787		3.645833333		4.083333333		4.333333333		3.791666667		3.895833333		3.645833333		4.083333333		4.333333333		3.791666667		3.895833333		5.02537424		0.0486023		0.241970873		1.663046762		0.156748547		2.153300632		9.132294808		66.8889454		943	
1	73	137.2947879		955.4692938		235.4692938		2428.521095		268.5210951		3727.522958		127.5229577		5194.374399		154.374399		6799.19399		319.19399		0.511621561		0.410304617		0.589054813		0.60668697		0.291394416		0.533862263		0.614520367		0.577548257		0.559685179		0.546839454		0.452800962		0.461342231		0.438118208		0.456105175		0.457483878		0.453750974		0.447391015		0.451435202		0.446056318		0.449298891		0.485014565		0.492621063		0.483690323		0.47958129		0.478547198		0.522242067		0.528055064		0.521352196		0.524451661		4.104166667		4.1875		3.5625		3.520833333		4.1875		4.104166667		4.1875		3.5625		3.520833333		4.1875		7.125742982		0.037207175		0.203935499		1.45189024		0.108395863		1.920992098		10.73976799		80.25347892		934	
1	74	121.1713848		799.0824503		79.08245033		2260.187662		100.1876621		3759.710787		159.7107871		5244.528475		204.5284755		6698.232396		218.2323962		0.488360849		0.404861231		0.550185786		0.564072904		0.283871503		0.513948496		0.570431964		0.549032126		0.524858922		0.505906733		0.440188335		0.432120449		0.435306477		0.433453188		0.434393924		0.428180005		0.430190506		0.428470715		0.43124839		0.423583194		0.453325659		0.457044506		0.46345997		0.455984867		0.445348583		0.489423105		0.491607586		0.491536711		0.490222665		3.291666667		3.5		3.854166667		3.791666667		4.125		3.291666667		3.5		3.854166667		3.791666667		4.125		4.50313417		0.043360836		0.264223284		1.577140231		0.146379503		1.814952599		8.202811119		63.67209635		886	
1	75	124.1201216		877.3128418		157.3128418		2321.92622		161.9262201		3777.523602		177.5236022		5176.10533		136.1053304		6656.676519		176.6765193		0.50744236		0.425193422		0.568871202		0.576609593		0.300912518		0.527264336		0.583526538		0.587444387		0.564517938		0.551713469		0.450342142		0.448495993		0.458022479		0.45504842		0.45230846		0.457154649		0.453618813		0.449651515		0.451798701		0.447086279		0.480662669		0.480514207		0.477996919		0.488761448		0.491075802		0.52723989		0.526099828		0.520281646		0.524100484		4.020833333		3.854166667		3.895833333		3.791666667		3.854166667		4.020833333		3.854166667		3.895833333		3.791666667		3.854166667		4.34561427		0.056117948		0.318912191		2.039160271		0.153657818		2.119923033		8.879727714		65.14438464		927	
1	76	126.1793392		940.5010534		220.5010534		2354.09345		194.0934504		3819.224266		219.2242658		5157.463391		117.4633909		6596.166312		116.1663117		0.502100442		0.425595787		0.573083889		0.583114679		0.308991723		0.522395032		0.59968808		0.568304004		0.555379272		0.543918382		0.46363392		0.455849229		0.456835498		0.458836751		0.463470878		0.456195256		0.447451535		0.460616552		0.456147641		0.452179019		0.487695405		0.498089451		0.492334554		0.479782252		0.495072186		0.525865265		0.529909856		0.532087594		0.530641739		4.020833333		4.208333333		4.104166667		3.458333333		3.666666667		4.020833333		4.208333333		4.104166667		3.458333333		3.666666667		5.109592717		0.073611517		0.38969895		1.746768508		0.149291338		1.826111675		9.145783367		67.35453849		929	
1	77	126.7569275		929.4590383		209.4590383		2299.714215		139.7142145		3671.826814		71.82681418		5226.364003		186.3640027		6650.091743		170.091743		0.488275275		0.399632123		0.542175803		0.554779325		0.270288128		0.511371564		0.561720068		0.542860155		0.54017729		0.51706975		0.419400493		0.426265335		0.42607895		0.4167902		0.438444483		0.423708208		0.413565222		0.420312444		0.424659185		0.421196351		0.458608618		0.449327091		0.458047862		0.45946128		0.447567081		0.492511095		0.493960415		0.496234806		0.494809139		4.083333333		3.875		3.541666667		3.020833333		4.0625		4.083333333		3.875		3.541666667		2.75		4.333333333		4.264487073		0.039920672		0.193964464		1.434598404		0.099275486		3.011019998		8.943990612		70.06880959		887	
1	78	117.1229893		848.23801		128.23801		2329.62542		169.6254196		3696.865603		96.86560295		5126.397172		86.39717233		6652.060425		172.0604253		0.477104138		0.398506548		0.546200371		0.552486651		0.268932493		0.506521616		0.568692242		0.543524877		0.52235728		0.518791889		0.418426671		0.422754185		0.423281515		0.424874488		0.428183843		0.427568642		0.416272264		0.431070299		0.417969951		0.418594878		0.440866565		0.438276973		0.446973586		0.437590257		0.447814932		0.475735096		0.477789021		0.478997165		0.483496477		3.666666667		3.729166667		3.708333333		3.3125		3.916666667		3.666666667		3.729166667		3.708333333		3.3125		3.916666667		4.130027429		0.050835464		0.288761492		1.046673357		0.1027891		2.143370881		7.659668623		60.97401886		875	
1	79	139.9456563		938.7251136		218.7251136		2343.731479		183.7314787		3829.907463		229.9074628		5269.965844		229.9658439		6596.903954		116.9039543		0.506405905		0.41614657		0.576938734		0.592193512		0.295032205		0.532638883		0.597363683		0.57555091		0.562701781		0.555733621		0.452389001		0.442338473		0.439911623		0.440651665		0.442414739		0.446186089		0.434121112		0.438764791		0.440805976		0.430656104		0.493994975		0.485863781		0.490160828		0.490903156		0.484620649		0.5332892		0.526757735		0.535123636		0.530738701		3.666666667		4.104166667		4.333333333		4.125		3.333333333		3.666666667		4.104166667		4.333333333		4.125		3.333333333		6.783537352		0.048954214		0.251164933		2.289437921		0.120326474		1.738707368		11.11180179		81.36373846		934	
1	80	133.3041702		912.0259145		192.0259145		2338.535379		178.5353791		3814.181267		214.1812673		5236.175322		196.1753222		6576.58182		96.58181993		0.514803622		0.43114373		0.573385195		0.586201872		0.306260325		0.544835798		0.604887989		0.581243464		0.576718712		0.559890586		0.465909098		0.468798315		0.473436886		0.465062415		0.46525921		0.458979926		0.455837152		0.461890032		0.46540133		0.466699939		0.491770356		0.490095341		0.488438055		0.500909029		0.488599984		0.528576187		0.531414734		0.530667208		0.534116272		4		4.145833333		4.104166667		4.104166667		3.4375		4		4.145833333		4.104166667		4.104166667		3.4375		5.869140658		0.057926385		0.312203514		1.973276097		0.168883129		2.024835718		10.23738237		74.45673562		945	
1	81	128.6915484		838.9862764		118.9862764		2310.635988		150.6359877		3833.828117		233.8281166		5176.363168		136.3631678		6740.054533		260.0545331		0.493799096		0.418240731		0.570792027		0.588402255		0.298236393		0.534080997		0.597073599		0.576645043		0.557219204		0.554630376		0.456552385		0.440837488		0.450553428		0.453740116		0.440648529		0.445311539		0.440677605		0.443648616		0.444337027		0.439450587		0.495223084		0.491224871		0.493585382		0.481154868		0.483350322		0.532289526		0.529214108		0.531659661		0.530568368		3.375		3.9375		4.041666667		3.75		4.25		3.375		3.9375		4.041666667		3.75		4.25		5.067952708		0.055138431		0.282092978		2.572090722		0.133829551		1.474220632		9.451495472		68.82762048		924	
1	82	101.6576634		796.5641127		76.56411268		2287.349621		127.3496207		3741.812578		141.8125783		5178.189814		138.1898145		6636.940819		156.940819		0.465117161		0.379690453		0.532656057		0.545937879		0.271637762		0.500240486		0.555918931		0.513920579		0.501001456		0.502765172		0.406610341		0.412717183		0.41055597		0.413126989		0.408025384		0.412824949		0.40186284		0.404568063		0.397903077		0.404278808		0.441870124		0.431085294		0.438168497		0.442729292		0.435691059		0.478904545		0.470526671		0.470812987		0.46845646		3.520833333		3.770833333		3.375		3.479166667		3.8125		3.520833333		3.770833333		3.375		3.479166667		3.8125		2.397562075		0.034337026		0.208612557		1.248649008		0.106692775		1.816434846		5.705595512		45.65697262		857	
1	83	139.356113		873.6545962		153.6545962		2364.250495		204.2504948		3870.69507		270.6950703		5133.499459		93.49945897		6594.680452		114.6804518		0.506108056		0.42122826		0.561515137		0.574588602		0.295985653		0.53215536		0.591965034		0.572932585		0.575111623		0.563159725		0.455201895		0.447174464		0.457252458		0.44900231		0.448345399		0.444939438		0.449267343		0.440631163		0.442666312		0.446762754		0.478543892		0.473427641		0.476929513		0.47424373		0.484690746		0.517706667		0.518255729		0.518079943		0.513818328		3.875		4.020833333		4.270833333		3.375		3.833333333		3.875		4.020833333		4.270833333		3.375		3.833333333		5.628008157		0.05867898		0.510191397		2.293375407		0.170392367		2.329707565		10.81996151		79.70791221		925	
1	84	128.5653479		842.7838236		122.7838236		2386.199728		226.1997281		3867.522059		267.5220592		5207.598376		167.5983761		6671.648482		191.648482		0.495392549		0.415926436		0.574008657		0.583056071		0.30920904		0.536189389		0.603918159		0.587999852		0.538324324		0.527379199		0.460540961		0.458350199		0.461603557		0.457358981		0.468065581		0.457253033		0.454177107		0.466876027		0.457587719		0.454232403		0.497907691		0.481975174		0.479259987		0.495032007		0.486097382		0.525375557		0.528358041		0.527698877		0.521562903		3.541666667		4.270833333		4.104166667		3.8125		3.458333333		3.541666667		4.270833333		4.104166667		3.8125		3.458333333		4.675130992		0.065704277		0.408907075		2.108908531		0.179549639		1.964007758		9.222658633		68.03018106		916	
1	85	140.3227531		913.2679144		193.2679144		2333.309215		173.3092147		3788.109578		188.1095782		5281.069704		241.069704		6720.714784		240.7147843		0.512577491		0.427181344		0.586564445		0.605797877		0.312255094		0.54337145		0.608914932		0.593107853		0.56730047		0.565730934		0.467837778		0.466503122		0.464363242		0.459694916		0.466694842		0.463082296		0.463846851		0.4540122		0.461530549		0.453797285		0.500209761		0.497552501		0.503466454		0.499702419		0.484764116		0.530642486		0.537497713		0.539294171		0.536585025		4.25		3.916666667		3.5		3.791666667		4.354166667		4.25		3.916666667		3.5		3.791666667		4.354166667		6.934901318		0.058646725		0.334710239		2.02865198		0.168804412		1.814910234		11.1718205		81.31801885		946	
1	86	109.1247206		826.2073746		106.2073746		2280.130979		120.1309793		3786.063307		186.0633066		5153.681185		113.6811851		6626.669045		146.6690448		0.476928197		0.392720175		0.542233214		0.551697747		0.284071283		0.498245536		0.56001005		0.537832122		0.525778537		0.509725962		0.421578841		0.422881746		0.415592871		0.426041103		0.415739895		0.420980081		0.416095315		0.408917674		0.416269765		0.411651229		0.460350208		0.461156459		0.450491213		0.444533915		0.460120185		0.490155085		0.492536662		0.492904322		0.490367766		3.4375		3.479166667		3.833333333		3.520833333		3.875		3.4375		3.479166667		3.833333333		3.520833333		3.875		3.27893092		0.040515586		0.182168612		1.218553748		0.136741257		1.788087477		6.508256343		52.0073634		866	
1	87	107.8703376		808.403806		88.40380597		2303.79889		143.7988905		3720.161774		120.1617739		5188.975223		148.975223		6622.948853		142.9488528		0.47262844		0.393830523		0.539679827		0.547574886		0.286822732		0.495289973		0.55046875		0.540156795		0.535662717		0.515865599		0.428983623		0.425334778		0.42517708		0.420683639		0.43109369		0.421830983		0.423522013		0.419792444		0.41230744		0.416082222		0.460319941		0.461034634		0.457592957		0.450332591		0.461148914		0.497881902		0.493813914		0.490908247		0.496160271		3.5625		3.833333333		3.625		3.75		3.5625		3.5625		3.833333333		3.625		3.75		3.5625		2.872050154		0.046389196		0.194135642		1.341932668		0.125744974		1.996119414		6.450627075		50.50292285		875	
1	88	127.0230882		823.300484		103.300484		2372.492069		212.4920693		3739.426973		139.4269729		5157.227429		117.2274287		6690.94692		210.94692		0.50448127		0.412105826		0.5581765		0.569081873		0.291359843		0.524389985		0.592615135		0.567327433		0.562174073		0.551050023		0.446752334		0.442321578		0.439847658		0.437784589		0.443621684		0.444713895		0.428836785		0.4384572		0.43447586		0.430041136		0.463325115		0.470674094		0.467846287		0.465753254		0.459136321		0.505683109		0.503903788		0.495474997		0.498515475		3.708333333		4.0625		3.854166667		3.5625		4.166666667		3.708333333		4.0625		3.854166667		3.5625		4.166666667		6.027618186		0.041910507		0.246127886		1.077813888		0.114872927		2.002330121		9.395800589		71.48753967		924	
1	89	126.0519817		883.4347325		163.4347325		2345.478434		185.478434		3766.634122		166.6341222		5233.551582		193.5515819		6648.82257		168.8225698		0.513696576		0.42541528		0.575502295		0.584169043		0.30082896		0.542785488		0.591788234		0.577474514		0.5656448		0.558747557		0.45100707		0.454219308		0.451332329		0.453034189		0.450916324		0.454636152		0.444139228		0.44378915		0.449320089		0.439724228		0.481388287		0.485852361		0.478296241		0.47548153		0.480465727		0.517562591		0.520807438		0.518349712		0.510880409		4.145833333		4.145833333		3.9375		3.479166667		3.875		4.145833333		4.145833333		3.9375		3.479166667		3.875		5.282539425		0.045123858		0.235274192		1.345528616		0.121928848		2.402231686		9.310697777		69.285207		935	
1	90	111.8917953		952.8383307		232.8383307		2275.748034		115.7480336		3720.793048		120.7930476		5164.631115		124.6311147		6594.966084		114.9660845		0.498633743		0.409602282		0.548215633		0.561098064		0.293517209		0.511398333		0.56962192		0.552057132		0.553950737		0.547689678		0.436484067		0.432442687		0.434961409		0.43683765		0.425861893		0.433031104		0.421103393		0.423400595		0.418198679		0.425684029		0.46746737		0.459278391		0.457037082		0.465031951		0.457434319		0.49694849		0.498208718		0.493076991		0.495656292		4.145833333		3.708333333		3.770833333		3.6875		3.770833333		4.145833333		3.708333333		3.770833333		3.6875		3.770833333		3.267484592		0.047258782		0.2696212		1.607271282		0.133199265		2.182885715		7.374521571		55.67350832		911	
1	91	133.9704597		924.4634458		204.4634458		2377.036953		217.0369528		3691.681271		91.68127113		5131.605508		91.60550827		6789.532021		309.5320214		0.505331036		0.426794124		0.577682056		0.589628971		0.312042048		0.539039471		0.598268611		0.583536478		0.573741561		0.555597149		0.468740742		0.463663589		0.462935352		0.463773927		0.457180786		0.461908457		0.462518542		0.462783829		0.45371251		0.453163876		0.493986081		0.495013313		0.505446431		0.503316406		0.494352374		0.535394759		0.539326529		0.538288375		0.5382262		4.104166667		3.9375		3.583333333		3.583333333		4.333333333		4.104166667		3.9375		3.583333333		3.583333333		4.333333333		5.287827777		0.060433322		0.296250788		2.5386445		0.158225501		1.948701192		10.13185758		73.23984729		933	
1	92	118.6999929		902.6942554		182.6942554		2334.527305		174.5273053		3798.40583		198.4058298		5167.486627		127.4866265		6645.366551		165.366551		0.508214227		0.420630921		0.571036877		0.578511473		0.293054691		0.535483533		0.598303937		0.57057768		0.555589001		0.546412186		0.443817113		0.454230176		0.453310582		0.446621489		0.446572299		0.453930138		0.437742145		0.447012711		0.439823481		0.44747438		0.47373047		0.475171931		0.474671634		0.467435394		0.471567029		0.509250021		0.51193678		0.509381488		0.508863131		4.020833333		3.958333333		3.916666667		3.791666667		3.791666667		4.020833333		3.958333333		3.916666667		3.791666667		3.791666667		4.654989255		0.042095183		0.220879427		1.138062324		0.117008884		2.292804328		8.348830517		62.7339577		930	
1	93	125.304452		885.6432633		165.6432633		2281.403547		121.4035467		3793.375822		193.3758222		5170.958664		130.9586638		6650.357062		170.3570622		0.507994457		0.419827355		0.560947705		0.571064397		0.289090914		0.538502904		0.591480821		0.585884831		0.576638854		0.573904198		0.449330765		0.44983134		0.449019696		0.457551624		0.450799533		0.439852064		0.43718979		0.442844918		0.441906888		0.4458639		0.472117656		0.479407531		0.482341669		0.482017516		0.494581068		0.521918343		0.526225891		0.521060446		0.525898531		4.020833333		3.8125		4.125		3.8125		4.104166667		4.020833333		3.8125		4.125		3.8125		4.104166667		5.2455552		0.035032371		0.23527509		1.897578698		0.12334821		2.011914178		9.425355537		68.32345016		949	
1	94	117.4800085		881.1268836		161.1268836		2284.986392		124.9863917		3786.881852		186.8818519		5112.491606		72.49160643		6682.545971		202.5459708		0.497378039		0.411612755		0.557219765		0.564069652		0.301195182		0.520392244		0.577315034		0.552402363		0.546490332		0.545131447		0.445107611		0.44369782		0.442937386		0.447356792		0.45312899		0.447101157		0.444862457		0.444741281		0.437167423		0.435772624		0.463725242		0.473171254		0.461887492		0.466687817		0.458620496		0.500681367		0.502080026		0.497876752		0.495985751		3.8125		3.770833333		4.229166667		3.25		4.0625		3.8125		3.770833333		4.229166667		3.25		4.0625		3.940539456		0.059104251		0.311790005		1.525282698		0.173530549		2.134904346		7.971620756		60.32177465		913	
1	95	129.3531941		936.1179996		216.1179996		2311.141153		151.1411532		3805.804645		205.8046449		5179.602791		139.6027913		6609.591937		129.5919374		0.50093307		0.416433029		0.566401515		0.580697668		0.294032524		0.525532332		0.601823378		0.578831723		0.564833413		0.556778524		0.450385137		0.453860999		0.452662882		0.449105569		0.448114067		0.446442551		0.451052461		0.442469699		0.439291698		0.439396121		0.479830299		0.480268936		0.478362893		0.481698015		0.46846861		0.519683653		0.511268124		0.521162013		0.511515475		4.125		3.895833333		3.916666667		3.791666667		3.75		4.125		3.895833333		3.916666667		3.791666667		3.75		5.524854566		0.049314837		0.243201176		2.031734668		0.130783358		1.825147667		9.674252914		71.2876047		930	
1	96	108.6622313		860.7176234		140.7176234		2358.097488		198.0974879		3707.018126		107.0181263		5143.203115		103.2031147		6664.724792		184.724792		0.490220209		0.400363364		0.555579544		0.557824926		0.287437623		0.513550775		0.566248035		0.552023674		0.531090638		0.516963429		0.438415648		0.431097061		0.439348797		0.426166528		0.428619891		0.440509803		0.429040416		0.42976461		0.429458138		0.422981493		0.453138694		0.456554995		0.4568539		0.447548864		0.446792694		0.48686413		0.483318713		0.486624279		0.483608579		4.0625		4		3.166666667		3.270833333		4		4.0625		4		3.166666667		3.270833333		4		3.108062981		0.052333779		0.330525045		1.002861966		0.125295226		2.138779237		6.632563008		52.07246851		883	
1	97	108.0529524		825.4682098		105.4682098		2242.309453		82.30945343		3731.509692		131.5096919		5191.804965		151.8049648		6643.939369		163.9393693		0.48743606		0.402952146		0.534258379		0.546967669		0.279035722		0.518200461		0.535554141		0.553147078		0.527009599		0.543709413		0.424872819		0.424919731		0.428403653		0.425100131		0.422402137		0.428916498		0.415485683		0.420254045		0.42048723		0.413609407		0.456060732		0.457930525		0.459033258		0.443085515		0.441514587		0.489598288		0.490714341		0.480369361		0.485569417		3.645833333		3.520833333		3.9375		3.479166667		4.020833333		3.645833333		3.520833333		3.9375		3.479166667		4.020833333		3.248590074		0.039724375		0.231857685		1.065469513		0.114973584		2.10400627		6.689647916		52.44990185		888	
1	98	126.2013142		877.1158666		157.1158666		2420.83357		260.8335699		3743.570336		143.5703358		5122.541748		82.54174783		6547.722848		67.72284817		0.491541709		0.40416933		0.547090556		0.557831596		0.288685719		0.516233016		0.570151859		0.56096957		0.546267155		0.538155844		0.439497706		0.431450411		0.43277204		0.429195349		0.425363129		0.429191196		0.422192461		0.418516306		0.411524797		0.423999848		0.460496481		0.467474291		0.474589848		0.459882824		0.470493875		0.50545276		0.504979323		0.50012015		0.503246561		4.041666667		4.3125		3.729166667		3.354166667		3.604166667		4.041666667		4.3125		3.729166667		3.354166667		3.604166667		5.569706909		0.045910643		0.159911937		1.175292605		0.144805214		2.156080187		9.106902281		70.55806122		909	
1	99	116.0333625		857.5978036		137.5978036		2297.913611		137.9136113		3763.280075		163.2800746		5134.855122		94.85512205		6615.583214		135.583214		0.476966456		0.397225754		0.547135872		0.558722202		0.282780193		0.501425398		0.563871719		0.539344804		0.532318716		0.510918907		0.426764176		0.431841934		0.42409453		0.429144357		0.424321998		0.437403783		0.421915017		0.425838945		0.426758226		0.426000422		0.442304575		0.452166251		0.447804015		0.460996326		0.458417344		0.488638816		0.48452458		0.488258086		0.489321876		3.729166667		3.625		3.833333333		3.166666667		3.770833333		3.729166667		3.625		3.833333333		3.166666667		3.770833333		3.076623089		0.053395265		0.261587584		1.384323992		0.142701009		2.505755679		7.281685608		57.99311436		865	
1	100	118.4372039		953.1852095		233.1852095		2245.80549		85.80549037		3807.243825		207.2438247		5140.796048		100.796048		6617.611234		137.6112343		0.477451821		0.398613647		0.547406359		0.566783905		0.289180534		0.521625252		0.586888742		0.563557024		0.544578153		0.535240975		0.436962232		0.431126239		0.432618015		0.434978099		0.432798997		0.439083754		0.419247337		0.438701321		0.424910223		0.423808342		0.462439887		0.466723576		0.476624072		0.475225696		0.472331155		0.503211007		0.50812824		0.511019135		0.510193387		3.875		3.604166667		3.770833333		3.5625		4.020833333		3.875		3.604166667		3.770833333		3.5625		4.020833333		3.351401672		0.048112215		0.267966704		2.380628356		0.123728951		1.924629907		7.972738855		59.17800419		899	
1	101	111.7664828		839.3934843		119.3934843		2386.599547		226.5995474		3774.208878		174.2088778		5115.109991		75.10999143		6609.75858		129.75858		0.493947922		0.402220494		0.551462541		0.566507084		0.277962458		0.513956693		0.569651186		0.552094247		0.527797777		0.513215512		0.437225823		0.430355354		0.434743832		0.430440761		0.424452396		0.424097557		0.434632646		0.430467509		0.423085237		0.423368901		0.469649927		0.45239504		0.464614798		0.462286293		0.456762088		0.500840558		0.499193636		0.503143553		0.499191532		3.395833333		4.104166667		3.895833333		3.333333333		3.708333333		3.395833333		4.104166667		3.895833333		3.333333333		3.708333333		4.011726284		0.040159727		0.234438536		1.054062009		0.112617157		1.597887032		6.938273589		54.70276661		880	
1	102	137.4346094		908.2290914		188.2290914		2320.690851		160.6908507		3790.753998		190.753998		5150.078511		110.078511		6702.128771		222.1287715		0.50427217		0.422692033		0.569208279		0.58152979		0.302380942		0.535644571		0.59800656		0.576244127		0.569929985		0.553160116		0.458812941		0.45772518		0.453819168		0.451400663		0.446356789		0.455235959		0.447102868		0.446841854		0.45048581		0.441628754		0.475097513		0.486280118		0.488627773		0.48046617		0.479506775		0.523584523		0.522659933		0.51718579		0.515698801		4		4		4.125		3.270833333		4.166666667		4		4		4.125		3.270833333		4.166666667		6.196060319		0.053709097		0.325433895		2.071364171		0.134888425		2.106958532		10.75352601		78.96777256		934	
1	103	120.5205015		861.8197019		141.8197019		2327.039037		167.039037		3714.075434		114.0754338		5185.316577		145.3165775		6637.838009		157.8380094		0.481780598		0.396929154		0.546174087		0.559136878		0.2754874		0.503993521		0.555653086		0.548603456		0.525202155		0.503175006		0.414492583		0.420814083		0.418326916		0.421905212		0.416778945		0.42428992		0.416803316		0.409039609		0.413911574		0.411949841		0.452939075		0.452721546		0.448624612		0.439993313		0.448645919		0.486288726		0.4830235		0.486525432		0.48450603		3.604166667		3.979166667		3.333333333		3.791666667		3.4375		3.604166667		3.979166667		3.333333333		3.791666667		3.4375		4.434763863		0.035929239		0.176862292		1.299027286		0.107708701		2.005709124		7.952291803		63.79468503		866	
