Simulation	SoftwareName	JaamSim	-
Simulation	SoftwareVersion	2024-09	-
Simulation	ConfigurationFile	C:\Users\MatsN\OneDrive - Norwegian School of Economics\Spring 25\BAN403 Simulation\Eksamensoppgaver\assignment 2\lever dette\task 2\task2-4_NightLogic.cfg	-
Simulation	ScenarioNumber	1.0	-
Simulation	ScenarioIndex	{ 1 }	-
Simulation	ReplicationNumber	1.0	-
Simulation	RunNumber	1.0	-
Simulation	RunIndex	{ 1 }	-
Simulation	PresentTimeAndDate	apr. 17, 2025 17:01	-
Simulation	PresentSimulationTime	0.0	min
Simulation	RunDuration	1440.0	min
Simulation	InitializationDuration	0.0	min

this.SimTime/1[min]	[Orderly1].State	[Orderly2].State	[Orderly3].State	[Orderly1].Utilisation	[Orderly2].Utilisation	[Orderly3].Utilisation
0.0	Idle	Idle	Idle	NaN	NaN	NaN
4.088633499999999	Working	Idle	Idle	0.0	0.0	0.0
7.453567816666666	Working	Working	Idle	0.4514528343248521	0.0	0.0
12.060965183333334	Working	Working	Working	0.6610027939016063	0.3820090097792076	0.0
21.816054249999997	Idle	Working	Working	0.8125860225159643	0.6583448257300394	0.4471518522496646
21.816054249999997	Working	Working	Working	0.8125860225159643	0.6583448257300394	0.4471518522496646
24.53139055	Working	Idle	Working	0.833330544729353	0.6961620336411517	0.5083456374496743
24.53139055	Working	Working	Working	0.833330544729353	0.6961620336411517	0.5083456374496743
28.01848975	Working	Working	Idle	0.8540737371470923	0.733976817338391	0.5695354999163246
28.01848975	Working	Working	Working	0.8540737371470923	0.733976817338391	0.5695354999163246
40.15921686666666	Working	Idle	Working	0.8981894115720747	0.8143995725461134	0.6996713052603302
40.15921686666666	Working	Working	Working	0.8981894115720747	0.8143995725461134	0.6996713052603302
42.58988251666666	Idle	Working	Working	0.9039998878043395	0.8249920550086075	0.7168114944056603
42.58988251666666	Working	Working	Working	0.9039998878043395	0.8249920550086075	0.7168114944056603
46.69267505	Working	Working	Idle	0.9124352268183016	0.8403696552256827	0.741694705423965
46.69267505	Working	Working	Working	0.9124352268183016	0.8403696552256827	0.741694705423965
47.39605961666666	Working	Working	Working	0.9137347380126459	0.8427386606196765	0.7455281033722868
53.16822691666666	Working	Idle	Working	0.9231000592438727	0.8598116159045696	0.7731546473754501
53.16822691666666	Working	Working	Working	0.9231000592438727	0.8598116159045696	0.7731546473754501
58.14784383333333	Idle	Working	Working	0.9296855527142318	0.87181695269681	0.7925810419058157
58.14784383333333	Working	Working	Working	0.9296855527142318	0.87181695269681	0.7925810419058157
65.61266301666666	Working	Working	Idle	0.9376852986600861	0.8864004679283731	0.8161793070299608
65.61266301666666	Working	Working	Working	0.9376852986600861	0.8864004679283731	0.8161793070299608
69.17741913333333	Working	Idle	Working	0.9408964145927514	0.8922543235922032	0.8256517034830847
69.17741913333333	Working	Working	Working	0.9408964145927514	0.8922543235922032	0.8256517034830847
74.94275288333333	Idle	Working	Working	0.9454432437734847	0.9005431808960906	0.839064289483612
74.94275288333333	Working	Working	Working	0.9454432437734847	0.9005431808960906	0.839064289483612
82.87982146666667	Working	Working	Working	0.9506679258274657	0.9100677621552984	0.854476457961675
84.49327721666667	Working	Working	Idle	0.9516099548427328	0.9117850785033057	0.857255327516705
84.49327721666667	Working	Working	Working	0.9516099548427328	0.9117850785033057	0.857255327516705
88.21593275000001	Working	Idle	Working	0.9536519835754953	0.9155076913624011	0.8632790607393613
88.21593275000001	Working	Working	Working	0.9536519835754953	0.9155076913624011	0.8632790607393613
90.8660738	Idle	Working	Working	0.9550037398006296	0.9179719393062775	0.8672665750929218
90.8660738	Working	Working	Working	0.9550037398006296	0.9179719393062775	0.8672665750929218
101.53766418333333	Working	Working	Idle	0.9597328387166985	0.9265930738449062	0.8812168343605342
101.53766418333333	Working	Working	Working	0.9597328387166985	0.9265930738449062	0.8812168343605342
106.27656619999999	Idle	Working	Working	0.9615283627784353	0.92986630935516	0.886513409168339
106.27656619999999	Working	Working	Working	0.9615283627784353	0.92986630935516	0.886513409168339
106.38250213333332	Working	Idle	Working	0.9615666729207445	0.929936148641016	0.8866264193690722
106.38250213333332	Working	Working	Working	0.9615666729207445	0.929936148641016	0.8866264193690722
108.64084721666667	Working	Working	Working	0.9623655963226624	0.9313925838427812	0.8889831449926041
113.69953318333333	Working	Working	Working	0.9640400150684231	0.9344450446894249	0.8939224740361442
117.56635355	Working	Working	Idle	0.9652227582421263	0.9366011822974782	0.8974114207071676
