Scenario	Replication	([CycleTime].SampleAverage)/1[min]		[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[DevelopX-Ray].WorkingTime/[DevelopX-Ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[MessengerTransfer].WorkingTime/[MessengerTransfer].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[DRTech1].WorkingTime/[DRTech1].TotalTime		[DRTech2].WorkingTime/[DRTech2].TotalTime		[DarkRoom1].WorkingTime/[DarkRoom1].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[WaitingDevelop].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[PatientWardQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[WaitingDevelop].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime+[PatientWardQueue].AverageQueueTime)/1[min]	
1	1	285.30156698327795		0.6914623636180555		0.4549209236712963		0.8967547797407408		0.9819118267268518		0.15659617994444444		0.42396186682407405		0.0633205066111111		0.9076637248657407		0.8380547044745369		0.7810474945717591		0.997406909199074		0.9979817513125		0.997789479449074		0.6613353962916667		0.6667300264050926		0.5630488743472222		0.5776560187847222		0.9819118267268518		3.87500000000001		3.916666666666677		4.354166666666672		3.916666666666677		3.8958333333333437		1.781250000000004		1.8854166666666714		1.8854166666666714		1.9895833333333388		1.8854166666666714		25.993387719692183		87.51720758878233		0.7079083882245369		179.77423421316425		0.21088125369212873		0.048635890245369816		1.7955035544212954		295.83687735453		2266.0042194433904	
1	2	262.6202482576435		0.6494756514513887		0.42784379621527774		0.8875262194768517		0.9802121716504629		0.15923893218518517		0.40995532827546294		0.05902660898379629		0.8700881060879628		0.8189804576805555		0.7398668515833333		0.9984265548796296		0.9980417902777777		0.9972634093055555		0.6650793906203702		0.671918572337963		0.5778712627152778		0.5642704244305555		0.9802121716504629		3.604166666666675		3.6666666666666754		3.8125000000000098		3.604166666666675		4.229166666666674		1.8854166666666714		1.8854166666666714		1.5729166666666692		1.8854166666666714		1.8854166666666714		25.106229626777814		67.5249401764051		0.7770042140717597		172.7563534849883		0.2969334495509257		0.05442555404629642		1.810585305282409		268.0295383615717		2099.3541282562987	
1	3	203.22462282399587		0.6537432002754628		0.44945477360648145		0.8906993736597222		0.9866608049861111		0.1497578662314815		0.3866759559282407		0.06120784418981481		0.880614855773148		0.7880400187916666		0.7411369914374999		0.9981867317546296		0.9977264784189814		0.9977396423402777		0.6649669721041667		0.6658615113078704		0.5680275011527778		0.5692338291990741		0.9866608049861111		3.562500000000008		3.8958333333333437		4.27083333333334		3.645833333333342		3.7500000000000093		1.6770833333333366		1.781250000000004		1.6770833333333366		1.781250000000004		1.781250000000004		24.84574182300002		71.43184932092598		0.7798872566388874		194.17623237864836		0.2299061812708336		0.045222568307870796		1.8913319515995362		293.1702652991206		2253.2577678920497	
1	4	285.59635153888854		0.6544674096203703		0.4492302421805556		0.894845109037037		0.9861099046296296		0.14161501475462962		0.39264808702777776		0.058604397550925925		0.8631244797337962		0.7999007792083334		0.7441360558240739		0.9989707442013888		0.9972772113819444		0.9971608578726852		0.6792441445763888		0.6598051500231481		0.5680322682800926		0.5605673485393518		0.9861099046296296		3.437500000000007		4.000000000000011		3.770833333333343		4.312500000000006		3.7500000000000093		1.5729166666666692		1.864583333333338		1.5937500000000027		1.781250000000004		1.9895833333333388		24.66291858709493		65.59572603046988		0.7335729733796282		197.24990832346063		0.21091863528009291		0.05527833032638953		1.8471653332731486		290.1445695780046		2201.8771996418013	
1	5	247.06347210328283		0.6509505288749999		0.44564929612037035		0.8963151708564815		0.9844337186898148		0.1533176065046296		0.40433862006944443		0.05911750889351852		0.8705464246226852		0.7982890425648147		0.7354102473148147		0.9984634986666666		0.998140065337963		0.9973135253912037		0.6841266744490739		0.6517886748796295		0.5567529871180555		0.582448336761574		0.9844337186898148		3.479166666666674		4.520833333333337		3.87500000000001		3.2500000000000058		3.8333333333333433		1.5729166666666692		1.781250000000004		1.781250000000004		1.6770833333333366		2.177083333333336		23.186228484638896		73.22912186326622		0.8295894248379634		195.95273231779387		0.21383186818750022		0.04487168321990832		1.8495916104351842		295.09213538419203		2274.241645398298	
1	6	329.58211750601123		0.6211895414374999		0.4406847031898148		0.8927631712291666		0.9858120266782406		0.15638519352083333		0.4187382190833333		0.061340853432870365		0.8649704080231482		0.7811077614027777		0.7099028931296296		0.9973937724444445		0.9979805488865741		0.9980127077083333		0.6702189200046296		0.6648555329166667		0.5751277061388889		0.5682934185833333		0.9858120266782406		4.166666666666675		3.5000000000000075		3.562500000000008		3.354166666666673		3.2916666666666727		1.781250000000004		1.8854166666666714		1.781250000000004		1.8854166666666714		1.9895833333333388		18.689390658567074		66.19262735803925		0.6726449787361104		178.04735184834024		0.2234597859166664		0.04232469120370442		1.788277438504629		265.432616973391		2113.1399532463	
1	7	283.5543627793256		0.645039837423611		0.4434446878981481		0.8860850234837963		0.9841929968819444		0.1524559170023148		0.42180406524537034		0.06199969919444444		0.8584072430578704		0.801015507238426		0.7412202253888889		0.997833773587963		0.997422089861111		0.9966450598564814		0.6756613890902777		0.6522581416875001		0.5709696339050926		0.5674254313379629		0.9841929968819444		3.9375000000000107		3.7500000000000093		3.5833333333333415		3.5416666666666745		3.8125000000000098		1.9895833333333388		1.7604166666666705		1.69791666666667		1.9895833333333388		1.8854166666666714		20.41022144263887		62.49666632040042		0.6907329569606482		181.92153475939799		0.22699186269907484		0.043234686289351364		1.8078776551273152		267.37026782081455		2079.478585627564	
1	8	232.5005808102005		0.6643206389050926		0.4375968181481481		0.9001624945879628		0.9875056253564815		0.15671736206249998		0.4021666127245371		0.057692067662037036		0.8822029418796296		0.8063889625231481		0.7402299900231482		0.9987429801134259		0.9984519670671296		0.998391024162037		0.6706545863935185		0.6697180553680555		0.5594142905995371		0.5864711832013889		0.9875056253564815		3.6666666666666754		4.104166666666676		3.770833333333343		3.2708333333333393		4.208333333333341		1.6770833333333366		1.6770833333333366		1.7604166666666705		1.8020833333333375		1.781250000000004		22.85063769406018		77.30490371004167		0.7767503636319444		185.36590190104195		0.216192708305555		0.035174472229166275		1.8264100700740757		288.159778211079		2242.7389383845493	
1	9	291.1911696986705		0.6157055230972222		0.44046479899537033		0.8893013063333333		0.9867371913495371		0.1505598018564815		0.4026044370763889		0.05743802301851851		0.8504472024675925		0.7900588111851852		0.7012377695486111		0.9969735442777777		0.9970971109351852		0.996983776787037		0.668442545375		0.6665967392939814		0.5695849292152777		0.5686827967106481		0.9867371913495371		3.520833333333341		3.7916666666666763		3.5000000000000075		3.437500000000007		3.7916666666666763		1.5729166666666692		1.781250000000004		1.8854166666666714		1.781250000000004		1.781250000000004		19.65951108354632		52.70782016472677		0.6703692612037041		188.71040593182647		0.2184189282106491		0.049313685733797144		1.8596364413333353		263.6570565683704		2054.6778433862164	
1	10	351.5691846325383		0.644409365150463		0.4421464529606481		0.8789606880462962		0.9869430342013888		0.14997865068055555		0.4282817553541666		0.05829849053472222		0.8575370483032407		0.7900002423194444		0.7263705789236111		0.9851552631574074		0.9902552478078703		0.9819652465972222		0.6602763512685185		0.6442208881041667		0.5656120149212962		0.5728620453032407		0.9869430342013888		3.2916666666666727		3.354166666666673		3.8333333333333433		3.9375000000000107		4.020833333333344		1.7604166666666705		1.8020833333333375		1.781250000000004		1.8854166666666714		1.9895833333333388		21.328974303060225		42.36840011656941		0.771891733157407		180.52990864019668		0.21346399315277773		0.05526265881481444		1.733944630333332		246.78838208213187		1950.4864414931264	
