Scenario	Replication	[CycleTime].SampleAverage/1[min]		[LastPatientMonday].SampleAverage		Overtime		[LastPatientTuesday].SampleAverage				[LastPatientWednesday].SampleAverage				[LastPatientThursday].SampleAverage				[LastPatientFriday].SampleAverage				[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[Orderly4].WorkingTime/[Orderly4].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayTech4].WorkingTime/[X-RayTech4].TotalTime		[X-RayTech5].WorkingTime/[X-RayTech5].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[X-RayRoom3].WorkingTime/[X-RayRoom3].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime)/1[min]		[PatientEnterPhysiciansOffice].NumberAdded	
1	83	104.1781355		845.6801285		125.6801285		2277.56206		117.5620597		3800.045312		200.0453118		5105.584376		65.58437573		6575.076636		95.07663555		0.510710511		0.430956858		0.550361977		0.23520536		0.526291695		0.562621602		0.563603558		0.558803076		0.550790729		0.479859486		0.47305616		0.463346338		0.472230024		0.472411044		0.500016558		0.495609377		0.492904408		3.875		4.020833333		4.270833333		3.375		3.833333333		3.875		4.020833333		4.270833333		3.375		3.833333333		5.521665451		0.076158111		1.014259113		0.062179196		2.205572637		8.817655313		68.24998351		925	
1	84	93.44016467		790.3667201		70.36672013		2357.344114		197.3441144		3751.169598		151.1695984		5169.578978		129.5789782		6533.85863		53.85863023		0.502906265		0.430702168		0.554086044		0.240677928		0.517236102		0.552705009		0.556198534		0.544024771		0.53873211		0.482585335		0.486354572		0.467627005		0.477349906		0.482773985		0.505181711		0.510899009		0.510775804		3.541666667		4.270833333		4.104166667		3.8125		3.458333333		3.541666667		4.270833333		4.104166667		3.8125		3.458333333		3.581097225		0.08670882		1.91378611		0.069895637		1.751493506		7.333085662		56.21247051		916	
1	85	107.0435465		892.8488023		172.8488023		2281.976071		121.9760715		3701.432918		101.4329178		5183.191571		143.1915714		6675.250385		195.2503853		0.517340712		0.442830743		0.567438886		0.23905336		0.541509633		0.572317997		0.560829847		0.562414283		0.55478396		0.481755826		0.483309452		0.481435166		0.48658794		0.479090074		0.506466987		0.507848036		0.502959371		4.25		3.916666667		3.5		3.791666667		4.354166667		4.25		3.916666667		3.5		3.791666667		4.354166667		6.530912333		0.083436326		1.005888966		0.069815345		1.798071098		9.418308723		71.38910824		946	
1	86	74.82069638		772.3800704		52.3800704		2262.063723		102.0637229		3678.983107		78.98310677		5081.559833		41.55983317		6578.818033		98.81803328		0.483996087		0.401907535		0.520396297		0.222875469		0.491244762		0.530189833		0.521673191		0.506116922		0.510099595		0.436777227		0.439969754		0.439258464		0.444400248		0.441720703		0.453770476		0.466974887		0.46511209		3.4375		3.479166667		3.833333333		3.520833333		3.875		3.4375		3.479166667		3.833333333		3.520833333		3.875		2.647536003		0.06829489		0.621980602		0.056187069		1.411639211		4.749450706		39.37605253		866	
1	87	76.30304324		797.069467		77.06946703		2227.662908		67.6629084		3685.576074		85.57607413		5107.421986		67.42198647		6573.264556		93.264556		0.480368682		0.403124306		0.524731915		0.21957353		0.495936032		0.533252182		0.527435092		0.517279325		0.501003234		0.441932032		0.436210421		0.443810649		0.447841803		0.449453688		0.467827496		0.463616339		0.462415495		3.5625		3.833333333		3.625		3.75		3.5625		3.5625		3.833333333		3.625		3.75		3.5625		2.749948865		0.059507557		0.62922563		0.05398658		1.560019817		4.998701868		40.93846619		875	
1	88	96.09283772		812.9212943		92.9212943		2308.118017		148.1180172		3706.058878		106.058878		5121.69544		81.69543972		6620.657389		140.6573893		0.517491996		0.433921296		0.551989045		0.237882203		0.528951203		0.567755406		0.553002001		0.549499684		0.545280175		0.471131154		0.471048794		0.466838521		0.463301699		0.470508979		0.490249876		0.487333334		0.487695582		3.708333333		4.0625		3.854166667		3.5625		4.166666667		3.708333333		4.0625		3.854166667		3.5625		4.166666667		5.486089922		0.061244378		0.486640534		0.053776835		1.769329658		7.803304491		60.80167579		924	
1	89	92.86145487		859.5171484		139.5171484		2326.883512		166.8835116		3734.734294		134.7342945		5125.532531		85.53253067		6608.804736		128.8047361		0.518968207		0.431120775		0.563062097		0.2381022		0.528632276		0.566340835		0.559824445		0.556878544		0.543955725		0.470913764		0.468904395		0.479309934		0.463888106		0.468218887		0.489385163		0.486466376		0.495441456		4.145833333		4.145833333		3.9375		3.479166667		3.875		4.145833333		4.145833333		3.9375		3.479166667		3.875		5.169095031		0.065847339		0.531537149		0.051181204		1.736317646		7.502797166		57.74790696		935	
1	90	76.20354566		911.4506065		191.4506065		2217.943873		57.94387337		3691.822599		91.82259853		5124.597352		84.59735165		6571.378939		91.37893892		0.503954017		0.419194553		0.545365897		0.233481539		0.516230382		0.547687616		0.537500339		0.535614885		0.526834914		0.45773811		0.45230532		0.45706378		0.461491926		0.455059231		0.478341238		0.473661486		0.467709885		4.145833333		3.708333333		3.770833333		3.6875		3.770833333		4.145833333		3.708333333		3.770833333		3.6875		3.770833333		3.158228458		0.054387105		0.417943936		0.049657038		1.611800317		5.242359816		41.47262599		911	
1	91	94.61323979		857.8544226		137.8544226		2287.945349		127.945349		3662.260027		62.2600267		5115.12819		75.12819013		6684.952637		204.9526374		0.507845062		0.437119237		0.559327153		0.240348053		0.526067322		0.571884035		0.557702122		0.553763748		0.543085561		0.482377341		0.478081974		0.480210914		0.473740276		0.475063578		0.502209068		0.501174199		0.50212266		4.104166667		3.9375		3.583333333		3.583333333		4.333333333		4.104166667		3.9375		3.583333333		3.583333333		4.333333333		5.375602862		0.07505752		0.682095046		0.063986873		1.533265659		7.666021087		59.07038389		933	
1	92	83.69396007		852.7634078		132.7634078		2263.470559		103.4705589		3690.099636		90.09963622		5128.157499		88.15749852		6600.768475		120.7684753		0.500775307		0.42760853		0.544914978		0.228586438		0.522287678		0.561516341		0.550728341		0.552516463		0.547103604		0.467285528		0.469880848		0.470940653		0.465015182		0.471271822		0.493290573		0.4910018		0.49225539		4.020833333		3.958333333		3.916666667		3.791666667		3.791666667		4.020833333		3.958333333		3.916666667		3.791666667		3.791666667		3.63849932		0.070401173		0.669583297		0.060741375		1.898520847		6.277004639		48.50758267		930	
1	93	95.26041549		858.9407201		138.9407201		2239.384557		79.38455678		3743.578916		143.5789155		5144.30008		104.3000796		6631.071673		151.0716728		0.508472112		0.432849458		0.555464552		0.227413271		0.52698602		0.570904018		0.561695895		0.563367042		0.558342908		0.474747738		0.470872569		0.469636385		0.46351842		0.465261844		0.492397326		0.488590893		0.488883883		4.020833333		3.8125		4.125		3.8125		4.104166667		4.020833333		3.8125		4.125		3.8125		4.104166667		5.66215212		0.062942429		0.471193766		0.05398467		1.785911118		7.982199433		60.61785943		949	
1	94	80.69480209		834.3022565		114.3022565		2247.188788		87.18878788		3740.13904		140.1390399		5093.720364		53.72036388		6609.646971		129.6469707		0.491199474		0.418972056		0.540248289		0.231505054		0.508519304		0.54309422		0.54264555		0.539794165		0.535398527		0.462935225		0.46437063		0.463747003		0.462979405		0.463830353		0.486752951		0.483558719		0.489361078		3.8125		3.770833333		4.229166667		3.25		4.0625		3.8125		3.770833333		4.229166667		3.25		4.0625		3.250273874		0.073745918		0.787063847		0.056289341		1.671300827		5.782384467		45.42947444		913	
1	95	84.87422749		878.9219054		158.9219054		2273.347858		113.3478581		3702.871811		102.8718115		5112.314526		72.31452613		6552.839728		72.83972803		0.507955441		0.432090543		0.547952671		0.226476235		0.522121737		0.559774906		0.557764895		0.547218529		0.547940191		0.464547726		0.475700157		0.467161843		0.470961291		0.471033982		0.497558012		0.485871756		0.494642931		4.125		3.895833333		3.916666667		3.791666667		3.75		4.125		3.895833333		3.916666667		3.791666667		3.75		3.960183413		0.065327984		0.760365057		0.05282312		1.635932308		6.421808762		49.51495412		930	
1	96	77.87251523		840.1012106		120.1012106		2304.146431		144.1464313		3669.202937		69.202937		5101.462691		61.46269117		6591.716772		111.7167718		0.485340784		0.411088393		0.536500976		0.223569285		0.506429022		0.544393374		0.531638298		0.51507361		0.506481836		0.442077715		0.443011175		0.447246918		0.445312497		0.455975663		0.464397715		0.46813128		0.468506294		4.0625		4		3.166666667		3.270833333		4		4.0625		4		3.166666667		3.270833333		4		3.053364562		0.065390979		0.451177848		0.048876465		1.673981274		5.243914663		42.76145513		883	
1	97	84.48939099		800.6446151		80.64461512		2209.328484		49.32848427		3720.339875		120.3398751		5129.025009		89.02500933		6614.382055		134.3820549		0.482903483		0.41094147		0.526679518		0.218743857		0.507885885		0.541261977		0.526503308		0.536225197		0.507520954		0.437226061		0.448444509		0.443271072		0.446351641		0.445747282		0.461878462		0.464967671		0.465044362		3.645833333		3.520833333		3.9375		3.479166667		4.020833333		3.645833333		3.520833333		3.9375		3.479166667		4.020833333		3.226337244		0.067019259		0.672417413		0.049287887		2.163212938		6.128986853		49.58842011		888	
1	98	91.37072679		855.1819058		135.1819058		2327.854506		167.8545058		3667.828937		67.8289368		5098.055798		58.05579765		6557.223237		77.22323667		0.489636332		0.417896604		0.532387409		0.233628033		0.511721142		0.549821216		0.54855925		0.532537877		0.538106178		0.463826578		0.45333351		0.463337295		0.458654196		0.449009279		0.478707496		0.469233024		0.47225025		4.041666667		4.3125		3.729166667		3.354166667		3.604166667		4.041666667		4.3125		3.729166667		3.354166667		3.604166667		4.357695304		0.075542925		0.924676523		0.062181567		1.74735728		7.105272032		55.98328144		909	
1	99	80.34695256		806.6773786		86.67737865		2286.888194		126.8881941		3709.260277		109.2602774		5097.996296		57.99629598		6571.543186		91.54318568		0.484706167		0.410821458		0.531847453		0.222066547		0.502167747		0.54006148		0.519915855		0.514245888		0.506964025		0.450912462		0.451041578		0.44405256		0.448635437		0.455051059		0.471692347		0.480260677		0.475738769		3.729166667		3.625		3.833333333		3.166666667		3.770833333		3.729166667		3.625		3.833333333		3.166666667		3.770833333		2.748374631		0.074165613		0.692593942		0.05636169		1.840186135		5.355320322		44.38187724		865	
1	100	82.44332749		827.4959192		107.4959192		2233.194555		73.19455487		3713.770634		113.7706343		5103.54648		63.54647963		6591.62566		111.6256604		0.491949276		0.416218387		0.530771421		0.235913951		0.509517818		0.54733877		0.527009747		0.526038478		0.534060538		0.443358579		0.455955773		0.457671411		0.454023331		0.458822648		0.466999816		0.474504288		0.477724201		3.875		3.604166667		3.770833333		3.5625		4.020833333		3.875		3.604166667		3.770833333		3.5625		4.020833333		3.332206319		0.062264043		0.55144184		0.052301373		1.974306191		5.920218393		47.29764289		899	
1	101	82.02132485		779.7253973		59.72539728		2316.351919		156.3519187		3753.026794		153.0267938		5092.312291		52.31229078		6583.643653		103.643653		0.491992091		0.407803698		0.538742467		0.219714332		0.507022302		0.548164109		0.535789841		0.523092256		0.503637747		0.453465623		0.451168757		0.445008264		0.453009657		0.447456921		0.479496573		0.479064166		0.471707053		3.395833333		4.104166667		3.895833333		3.333333333		3.708333333		3.395833333		4.104166667		3.895833333		3.333333333		3.708333333		3.080375625		0.054923967		0.670922058		0.05334216		1.889383413		5.695605062		46.39978756		880	
1	102	88.94342169		859.6647182		139.6647182		2267.520113		107.5201125		3745.018494		145.0184941		5086.87979		46.87978975		6632.620644		152.6206438		0.506370084		0.427371		0.556664052		0.232928633		0.52547025		0.566708955		0.553851201		0.547079083		0.547770761		0.463860641		0.468766516		0.473917031		0.469023352		0.470614148		0.491880786		0.491997862		0.483738804		4		4		4.125		3.270833333		4.166666667		4		4		4.125		3.270833333		4.166666667		4.789044203		0.064508081		0.519731882		0.053156419		1.62788729		7.001171456		53.9339552		934	
1	103	87.58909417		794.9796805		74.97968053		2282.579854		122.5798543		3684.609048		84.6090482		5150.015397		110.0153966		6547.957172		67.95717217		0.483369458		0.401548943		0.527983516		0.216134394		0.501177958		0.537712812		0.525225226		0.511440323		0.491599785		0.436569515		0.43768675		0.436868071		0.434807807		0.433026524		0.453674395		0.45529667		0.458308008		3.604166667		3.979166667		3.333333333		3.791666667		3.4375		3.604166667		3.979166667		3.333333333		3.791666667		3.4375		3.792352575		0.055858193		0.737194408		0.050299881		1.741371632		6.326776808		52.40940833		866	
1	104	78.91595602		779.0627152		59.06271517		2260.794593		100.7945928		3657.021651		57.02165052		5168.952547		128.9525472		6592.787148		112.7871483		0.478373281		0.4091366		0.535639308		0.216521597		0.501608896		0.536314579		0.530775407		0.524410672		0.506657131		0.45242324		0.452024921		0.444932566		0.461101042		0.454361001		0.480955707		0.480169279		0.477000178		3.520833333		3.833333333		3.520833333		3.854166667		3.833333333		3.520833333		3.833333333		3.520833333		3.854166667		3.833333333		2.614137811		0.072762474		0.88708697		0.057848848		1.803206675		5.37719393		43.22462998		886	
1	105	79.33347095		798.4766647		78.47666475		2304.89376		144.8937605		3691.081385		91.08138497		5110.556098		70.5560984		6668.009548		188.0095481		0.489379386		0.405984941		0.530902976		0.219496764		0.514576728		0.558127175		0.528634316		0.509016893		0.509168658		0.452099544		0.445932166		0.44502267		0.449138266		0.444057195		0.476915658		0.470285094		0.471551746		3.666666667		4.083333333		3.666666667		3.5		3.375		3.666666667		4.083333333		3.666666667		3.5		3.375		2.675364472		0.05457008		0.674452487		0.050456473		1.9094418		5.313828838		43.73390876		873	
1	106	87.1615553		812.4875916		92.48759158		2222.217214		62.21721443		3764.774896		164.7748965		5118.339949		78.33994862		6576.280414		96.28041363		0.50605762		0.424134028		0.540863243		0.223771673		0.51256143		0.549200699		0.550035133		0.552911232		0.536844063		0.463596642		0.463574039		0.466691275		0.469017465		0.465037376		0.491433547		0.487131459		0.490915661		3.916666667		3.583333333		4.166666667		3.708333333		3.916666667		3.916666667		3.583333333		4.166666667		3.708333333		3.916666667		3.956659282		0.076588755		0.76098357		0.066280107		1.852751301		6.646982909		51.8653079		921	
1	107	98.29351433		762.3215467		42.32154668		2311.045278		151.0452784		3778.813077		178.8130772		5104.449271		64.44927112		6661.159707		181.1597073		0.511944662		0.433516136		0.551491896		0.234507203		0.529623499		0.564606239		0.56361869		0.553288688		0.541179864		0.469802209		0.482233575		0.47578075		0.471765836		0.477432753		0.504080098		0.501175942		0.491668894		3.6875		4.0625		4.1875		3.4375		4.395833333		3.6875		4.0625		4.1875		3.4375		4.395833333		5.46104106		0.076081183		0.811421072		0.065713981		1.95833283		8.306876145		63.26464443		944	
1	108	85.48688417		820.8508142		100.8508142		2299.522537		139.5225367		3746.420869		146.4208686		5100.566921		60.56692135		6526.952336		46.95233633		0.4849563		0.402911723		0.535746424		0.214491731		0.504249903		0.53684922		0.533617169		0.520525974		0.507553972		0.433607282		0.442705472		0.445062759		0.439494378		0.437081248		0.456368579		0.462810801		0.461227847		3.895833333		3.75		4.104166667		3.208333333		3.4375		3.895833333		3.75		4.104166667		3.208333333		3.4375		3.559150406		0.048276103		0.756833479		0.043973201		1.806219935		6.170479923		50.34463355		878	
1	109	111.1575094		773.3464785		53.3464785		2306.902936		146.9029361		3763.965584		163.9655844		5168.952547		128.9525472		6582.960303		102.9603033		0.48497757		0.409814194		0.539062118		0.231547962		0.503818826		0.539220471		0.5308961		0.52681528		0.527408937		0.459596107		0.463485996		0.461020968		0.463748586		0.457742371		0.483319767		0.486271138		0.487593256		3.479166667		4.083333333		4.1875		3.4375		3.604166667		3.479166667		4.083333333		4.1875		3.145833333		3.895833333		4.399655696		0.076614345		1.188419225		0.066684602		3.763648391		9.428337656		75.19467076		897	
1	110	71.88228567		817.5510369		97.55103688		2241.122694		81.12269413		3696.007235		96.0072353		5106.260674		66.2606742		6604.282169		124.2821691		0.472384853		0.390375175		0.525510768		0.208323551		0.482510494		0.531017133		0.522111494		0.495463791		0.478776874		0.42859866		0.440897933		0.433230336		0.439715889		0.431976617		0.463471925		0.462886512		0.464268695		3.854166667		3.479166667		3.3125		3.3125		3.833333333		3.854166667		3.479166667		3.3125		3.3125		3.833333333		1.955940042		0.060058847		0.527626088		0.050011692		1.75379528		4.297420257		36.35248537		849	
1	111	79.55951741		840.1004495		120.1004495		2304.290538		144.2905383		3684.807242		84.80724238		5106.556288		66.55628767		6574.029022		94.02902155		0.483884142		0.408313254		0.534289419		0.229015217		0.504565978		0.543769157		0.528574457		0.51707709		0.509694488		0.440948584		0.446270849		0.450657014		0.453483212		0.439500734		0.46419381		0.455577533		0.468956957		3.729166667		3.979166667		3.645833333		3.5		3.708333333		3.729166667		3.979166667		3.645833333		3.5		3.708333333		3.032584301		0.051303189		0.532852206		0.052756097		1.87151646		5.488256155		44.50721597		886	
1	112	81.1374556		866.6010945		146.6010945		2288.272804		128.2728038		3667.682903		67.68290317		5117.210636		77.21063575		6579.003108		99.00310807		0.49004682		0.421991364		0.54114608		0.229009075		0.508375249		0.545814613		0.540609337		0.528027121		0.519216598		0.471792226		0.464507525		0.452690169		0.47408426		0.464727822		0.491667046		0.488608437		0.498006967		4.1875		3.979166667		3.583333333		3.541666667		3.604166667		4.1875		3.979166667		3.583333333		3.541666667		3.604166667		2.906961193		0.081690967		0.738244399		0.062130316		1.997057844		5.723954404		45.5198812		902	
1	113	86.04213305		819.8145838		99.81458383		2206.203158		46.2031582		3645.983141		45.98314078		5186.626489		146.6264893		6600.346198		120.3461976		0.493213177		0.422388322		0.53901727		0.233588684		0.513027565		0.547229004		0.53483086		0.542498811		0.530838356		0.467895024		0.459049017		0.466078678		0.45990301		0.465494034		0.484479377		0.48629172		0.490574266		3.854166667		3.395833333		3.5625		4.208333333		4		3.854166667		3.395833333		3.5625		4.208333333		4		3.980568917		0.07552979		0.940519934		0.065300776		1.399357097		6.395975738		50.33821095		908	
1	114	99.76020526		934.5178511		214.5178511		2292.776439		132.7764387		3718.793715		118.7937146		5088.690356		48.6903559		6600.00416		120.00416		0.520069855		0.433753193		0.558932777		0.227941544		0.530339675		0.571203103		0.563691601		0.561611185		0.556799343		0.4725		0.464548405		0.469698472		0.468881969		0.472541249		0.486361637		0.494859757		0.492796686		4.479166667		4		3.9375		3.4375		3.916666667		4.479166667		4		3.9375		3.4375		3.916666667		6.110001879		0.056321771		0.508901844		0.051591922		1.830750835		8.505976329		64.86752948		944	
1	115	85.89645518		828.1075351		108.1075351		2244.762941		84.76294067		3695.331681		95.33168055		5154.690522		114.6905219		6559.523509		79.52350937		0.486388189		0.409608044		0.528023548		0.218780251		0.500917833		0.537145854		0.519351738		0.517932443		0.507560369		0.438607816		0.434812685		0.440638602		0.443178469		0.450520125		0.471800671		0.456352188		0.465193575		4.104166667		3.645833333		3.666666667		3.541666667		3.354166667		4.104166667		3.645833333		3.666666667		3.541666667		3.354166667		3.398588888		0.05451298		0.855287028		0.054667545		1.861064461		6.169453358		50.47708133		874	
1	116	102.4192501		846.7318322		126.7318322		2253.990443		93.9904425		3704.070429		104.0704291		5182.479997		142.4799972		6665.766516		185.7665159		0.515947724		0.43776963		0.557972607		0.231584691		0.536077405		0.571706987		0.571508814		0.557102669		0.565750265		0.470975348		0.472953495		0.476938334		0.473511708		0.473766178		0.488200772		0.494931712		0.498405818		3.9375		3.5625		3.9375		4.020833333		4.395833333		3.9375		3.5625		3.9375		4.020833333		4.395833333		5.891257079		0.069240883		0.765101752		0.054957575		2.157440818		8.883040531		67.2946077		948	
1	117	78.79698677		795.014619		75.01461902		2220.78786		60.78785955		3639.706343		39.70634327		5131.713651		91.71365077		6650.411348		170.4113478		0.475073926		0.395358785		0.530539034		0.211948718		0.490665357		0.532614318		0.522369487		0.501533501		0.489813263		0.433268508		0.435808101		0.442106527		0.423321432		0.431563803		0.454243598		0.454464892		0.454591142		3.729166667		3.291666667		3.020833333		3.8125		4.145833333		3.729166667		3.291666667		3.020833333		3.8125		4.145833333		3.065098953		0.05395672		0.694834977		0.04671393		1.409350408		5.223241058		43.5824546		859	
1	118	89.78224306		830.0645545		110.0645545		2292.926296		132.9262956		3678.532507		78.53250665		5202.364856		162.3648563		6622.211039		142.2110386		0.505391587		0.425139063		0.548599263		0.232766069		0.529463334		0.572502146		0.550542967		0.548437979		0.529247103		0.466985066		0.469058769		0.469845921		0.459489062		0.467550664		0.483739476		0.488430125		0.491753438		3.979166667		3.958333333		3.354166667		4.1875		3.854166667		3.979166667		3.958333333		3.354166667		4.1875		3.854166667		4.592322029		0.067484421		0.586193975		0.057359181		1.751932848		6.997933273		54.58084064		923	
1	119	88.58463179		825.0135445		105.0135445		2249.26545		89.26545043		3729.946273		129.9462734		5207.688612		167.6886119		6641.378579		161.3785791		0.506945833		0.437798973		0.562231215		0.234294905		0.526044625		0.569484871		0.557063479		0.547437112		0.535118617		0.467999888		0.471201762		0.474186231		0.47104631		0.466419419		0.492210853		0.50191513		0.487834109		3.916666667		3.708333333		3.833333333		3.666666667		4.125		3.916666667		3.708333333		3.833333333		3.666666667		4.125		4.452949897		0.067152461		0.713712014		0.061641723		1.544683199		6.778497572		52.96157331		919	
1	120	97.33903569		793.4580389		73.45803893		2252.022886		92.02288602		3714.525977		114.5259774		5158.533692		118.5336922		6693.14123		213.1412304		0.515420443		0.427546626		0.552798284		0.240821507		0.523121222		0.563947232		0.55387895		0.550825609		0.546190801		0.475738679		0.4704616		0.474167539		0.464280145		0.469365632		0.486299772		0.484830754		0.493289951		3.666666667		3.479166667		4		3.9375		4.395833333		3.666666667		3.479166667		4		3.9375		4.395833333		5.451664519		0.070304345		0.624328002		0.056603498		1.877793891		8.024090757		62.02998179		930	
1	121	83.96278375		804.1053263		84.10532628		2281.286728		121.286728		3724.658625		124.6586251		5136.653806		96.6538058		6564.428018		84.42801815		0.47966764		0.40911743		0.540409148		0.226046522		0.503181317		0.536503009		0.53416482		0.522504349		0.509972626		0.456001717		0.454826555		0.451214877		0.458698694		0.4586838		0.485813568		0.48655729		0.479086575		3.6875		3.354166667		3.895833333		3.666666667		3.770833333		3.6875		3.354166667		3.895833333		3.666666667		3.770833333		3.168841237		0.086456084		0.764338973		0.061970997		1.855504857		5.875141152		48.00486571		877	
1	122	95.05596204		831.308387		111.308387		2258.134342		98.13434247		3722.589267		122.5892672		5230.769098		190.7690978		6610.950581		130.9505806		0.505987962		0.427012934		0.563899964		0.236395055		0.524828246		0.566270357		0.571073606		0.552846952		0.558350111		0.469117005		0.483166549		0.480633912		0.471693203		0.472628819		0.501957016		0.492669493		0.499868268		3.895833333		3.770833333		3.916666667		4.020833333		4.0625		3.895833333		3.770833333		3.916666667		4.020833333		4.0625		5.293454986		0.082358941		0.645838411		0.065018443		1.767967227		7.789619565		59.7073957		939	
1	123	78.23580471		843.6151086		123.6151086		2275.615351		115.6153514		3688.249634		88.249634		5098.009855		58.00985493		6529.854241		49.85424105		0.491718881		0.414981265		0.535973225		0.230822266		0.507535316		0.541991051		0.53405403		0.525641931		0.509279588		0.454181246		0.457257085		0.457948699		0.454647795		0.45254453		0.476856699		0.470828146		0.476224566		3.958333333		3.708333333		3.791666667		3.666666667		3.520833333		3.958333333		3.708333333		3.791666667		3.666666667		3.520833333		2.703384111		0.069433449		0.585708645		0.057310442		1.948180295		5.3067065		42.85471624		890	
1	124	91.05578267		818.0893692		98.08936917		2321.0756		161.0756		3712.270067		112.270067		5155.42287		115.4228698		6562.822738		82.82273758		0.505534687		0.429253703		0.549360928		0.230709632		0.523482706		0.569402103		0.559550114		0.5493541		0.544712348		0.472952146		0.480773564		0.480986268		0.479866478		0.476397352		0.507022917		0.505327844		0.512806522		3.854166667		3.958333333		3.8125		3.875		3.833333333		3.854166667		3.958333333		3.8125		3.875		3.833333333		3.944044396		0.076346362		1.604842157		0.074037367		1.462555256		7.08778817		54.23916984		923	
1	125	95.74058088		823.6673508		103.6673508		2280.296855		120.296855		3735.256301		135.2563005		5092.152632		52.15263212		6632.802022		152.8020217		0.501775513		0.426507825		0.548826867		0.231836475		0.52234965		0.55564574		0.55392137		0.546532869		0.54219486		0.477731342		0.468076687		0.478776324		0.468910498		0.47992958		0.498700711		0.500547429		0.505041408		3.791666667		4.0625		4.020833333		3.416666667		4		3.791666667		4.0625		4.020833333		3.416666667		4		4.393329609		0.076647619		1.409424601		0.073150493		1.80816012		7.687561948		59.44353281		921	
1	126	96.02926896		771.761619		51.76161905		2267.934382		107.9343824		3673.790765		73.790765		5231.817509		191.8175094		6620.191441		140.1914405		0.499657678		0.419286462		0.542128365		0.223292004		0.519725258		0.559138506		0.536191087		0.529986613		0.510734796		0.456136223		0.448216227		0.449877721		0.447722362		0.460814392		0.471469429		0.46961764		0.474184279		3.145833333		3.583333333		3.770833333		4.375		4.041666667		3.145833333		3.583333333		3.770833333		4.375		4.041666667		5.048724915		0.061837411		0.560476867		0.054497413		1.998678783		7.669717976		61.08638532		903	
1	127	91.502158		809.0138698		89.01386977		2296.654147		136.6541466		3732.920127		132.9201269		5087.612561		47.6125611		6557.605087		77.60508725		0.490180746		0.41130198		0.528114259		0.214602677		0.5058444		0.532762842		0.533930043		0.522972324		0.514326994		0.442497216		0.452718771		0.4357981		0.454037423		0.442860652		0.467300082		0.467720704		0.470874824		3.479166667		3.916666667		4.0625		3.458333333		3.416666667		3.479166667		3.916666667		4.0625		3.458333333		3.416666667		3.741379604		0.052376983		0.70843554		0.05132384		2.322321552		6.824513679		55.9660369		875	
1	128	92.9580177		817.8914669		97.89146688		2378.158729		218.158729		3682.260219		82.26021917		5183.907432		143.9074319		6613.910491		133.910491		0.520073625		0.445036692		0.569177267		0.248102594		0.5389542		0.57326		0.572481566		0.567346602		0.56169735		0.484313909		0.477586461		0.486245258		0.487806027		0.490709053		0.505449824		0.506792507		0.507478307		3.854166667		4.4375		3.895833333		4.041666667		3.833333333		3.854166667		4.4375		3.895833333		4.041666667		3.833333333		5.167642474		0.066581787		0.666332225		0.058377192		1.791048006		7.691604491		57.68065218		958	
1	129	87.993737		881.7952012		161.7952012		2226.246432		66.24643175		3699.920008		99.92000792		5119.745062		79.74506185		6566.691442		86.691442		0.495543528		0.428736375		0.531668538		0.234439773		0.511572164		0.547592109		0.546757586		0.535068011		0.530659444		0.467954469		0.462665611		0.457808658		0.463081369		0.470714135		0.48592581		0.492339581		0.48568047		4.270833333		3.6875		3.5		3.708333333		3.895833333		4.270833333		3.6875		3.5		3.708333333		3.895833333		3.430423501		0.087224587		1.400505247		0.067760639		1.756186581		6.674339916		52.11163526		910	
