Scenario	Replication	[CycleTime].SampleAverage/1[min]		[LastPatientMonday].SampleAverage		Overtime		[LastPatientTuesday].SampleAverage				[LastPatientWednesday].SampleAverage				[LastPatientThursday].SampleAverage				[LastPatientFriday].SampleAverage				[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[Orderly4].WorkingTime/[Orderly4].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayTech4].WorkingTime/[X-RayTech4].TotalTime		[X-RayTech5].WorkingTime/[X-RayTech5].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[X-RayRoom3].WorkingTime/[X-RayRoom3].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime)/1[min]		[PatientEnterPhysiciansOffice].NumberAdded	
1	309	88.11324272		856.8368728		136.8368728		2344.704995		184.7049947		3675.62419		75.62419007		5224.379028		184.379028		6570.630241		90.63024095		0.491506493		0.412104907		0.539300166		0.233014035		0.522795397		0.547134782		0.562302416		0.531798763		0.519893131		0.470401621		0.461693576		0.457205363		0.459490201		0.44987156		0.477380064		0.481828554		0.484547878		3.854166667		4.25		3.729166667		3.333333333		3.791666667		3.854166667		4.25		3.729166667		3.333333333		3.791666667		3.753983859		0.06672291		0.890020488		0.061314049		1.931207281		6.641934537		52.59702094		905	
1	310	79.03901614		814.489947		94.48994702		2281.53234		121.53234		3652.864699		52.86469888		5104.151366		64.15136632		6523.141255		43.14125493		0.485310799		0.396711936		0.525064331		0.211212168		0.497904752		0.533011721		0.520526515		0.512755419		0.500661694		0.43673734		0.435932358		0.434952774		0.430097972		0.43206148		0.456362199		0.456254792		0.453570282		3.666666667		3.9375		3.645833333		3.416666667		3.5		3.666666667		3.9375		3.645833333		3.416666667		3.5		3.159295084		0.039694884		0.362803394		0.046068008		1.746815986		5.308609349		44.1614969		867	
1	311	94.17259361		781.437626		61.43762595		2320.910476		160.9104757		3709.424064		109.4240636		5151.592868		111.5928678		6699.119114		219.1191136		0.515884702		0.437836429		0.566719978		0.237484028		0.538703991		0.577356731		0.567909345		0.560876573		0.559941875		0.479010399		0.483440716		0.482583978		0.476680743		0.471820698		0.503630202		0.503457118		0.50261978		3.6875		4.1875		3.645833333		3.75		4.520833333		3.6875		4.1875		3.645833333		3.75		4.520833333		5.242183364		0.070929762		0.737939649		0.063213699		1.67258112		7.723633894		58.71796006		945	
1	312	94.0401468		813.5925908		93.59259077		2287.743244		127.7432437		3670.069232		70.0692316		5124.201668		84.20166825		6647.402669		167.402669		0.497359173		0.429127264		0.545651338		0.230108207		0.518117313		0.556418606		0.548224452		0.553505522		0.549563118		0.476037644		0.472715425		0.477884132		0.477589132		0.474600339		0.507093014		0.503159521		0.499719113		3.8125		4.104166667		3.625		3.6875		4.104166667		3.8125		4.104166667		3.625		3.6875		4.104166667		3.869947673		0.082142381		1.679220936		0.073060082		1.866795257		7.498106247		57.65194645		923	
1	313	78.17816281		858.7252975		138.7252975		2243.25157		83.25157		3645.169043		45.1690433		5119.46642		79.46642005		6650.579016		170.579016		0.487344388		0.4049762		0.544205777		0.224680439		0.509824491		0.544285507		0.538239431		0.524292044		0.507499069		0.455201479		0.453072539		0.452684391		0.45438671		0.447078325		0.481302758		0.473302361		0.470555553		3.833333333		3.5		3.416666667		3.708333333		4.0625		3.833333333		3.5		3.416666667		3.708333333		4.0625		2.448853462		0.065767341		0.752840851		0.053239005		1.991568538		5.259030193		42.62421399		884	
1	314	98.75649572		829.4239334		109.4239334		2233.179138		73.17913825		3695.894517		95.89451707		5160.167587		120.1675866		6604.857503		124.8575028		0.49447139		0.41320007		0.531765167		0.220981119		0.510087274		0.555779028		0.5306522		0.534010635		0.512768181		0.447752345		0.446639283		0.442910925		0.447693474		0.447198811		0.465465148		0.469856053		0.46728997		3.958333333		3.395833333		3.520833333		3.854166667		3.854166667		3.958333333		3.395833333		3.520833333		3.854166667		3.854166667		4.805738242		0.060253833		1.106180101		0.053270684		1.866566382		7.838738559		63.30067896		887	
1	315	94.33774708		818.4019207		98.40192072		2296.965009		136.9650087		3689.107894		89.10789367		5104.878453		64.87845322		6646.27574		166.2757399		0.507804626		0.431634902		0.54334437		0.228914591		0.52016778		0.553780692		0.553761986		0.541750846		0.535491467		0.472944661		0.47459558		0.471971312		0.471951714		0.469544238		0.496055095		0.499124712		0.494284323		3.833333333		4.0625		3.708333333		3.354166667		4.291666667		3.833333333		4.0625		3.708333333		3.354166667		4.291666667		4.427097885		0.088176263		0.880724792		0.076935698		2.109442021		7.505440961		58.60285145		919	
1	316	74.7913485		802.6387007		82.63870073		2209.96264		49.9626397		3708.667955		108.667955		5156.391578		116.3915776		6537.950713		57.95071267		0.477027245		0.396268866		0.519907364		0.211901391		0.495996609		0.527685521		0.52855487		0.510850804		0.493787218		0.42746915		0.438745221		0.426500994		0.427201991		0.431766658		0.44968753		0.446964609		0.451182898		3.354166667		3.416666667		3.770833333		4		3.479166667		3.354166667		3.416666667		3.770833333		4		3.479166667		2.316042235		0.057313718		0.547956395		0.048799018		1.824535195		4.745847544		39.70632307		860	
1	317	76.89444856		853.937697		133.937697		2230.197378		70.1973779		3672.434779		72.43477858		5086.520403		46.5204032		6597.359973		117.3599733		0.48337813		0.400899841		0.523123371		0.218421636		0.494924088		0.53753159		0.525353654		0.514965598		0.495283658		0.441327004		0.438554315		0.4408952		0.441671128		0.434092805		0.455538383		0.458859786		0.457691315		4		3.375		3.625		3.395833333		3.9375		4		3.375		3.625		3.395833333		3.9375		2.776548353		0.052345382		0.39997646		0.048055857		1.872706287		5.101576482		42.03722594		875	
1	318	85.07416328		777.3857392		57.38573915		2276.73313		116.7331299		3777.515051		177.515051		5093.167633		53.1676331		6592.38279		112.3827901		0.489343707		0.42294371		0.541126037		0.234070372		0.508430692		0.547752447		0.539150745		0.535286431		0.515045039		0.460732148		0.460050519		0.459345837		0.473176864		0.450414172		0.483920047		0.482636689		0.482353699		3.3125		3.958333333		4.166666667		3.604166667		3.9375		3.3125		3.958333333		4.166666667		3.604166667		3.9375		3.613120333		0.075436458		0.714481715		0.068172134		1.878612973		6.281651479		49.77787799		906	
1	319	84.5434798		821.8314806		101.8314806		2286.811848		126.8118477		3720.645371		120.6453709		5117.700519		77.70051915		6571.896243		91.89624263		0.499877651		0.421963451		0.542913253		0.232218518		0.518627902		0.550028659		0.552485222		0.544945691		0.546574837		0.465625064		0.466876906		0.474378661		0.461344564		0.453793683		0.489828522		0.486848187		0.485712572		3.833333333		4.020833333		3.958333333		3.604166667		3.875		3.833333333		4.020833333		3.958333333		3.604166667		3.875		3.715426566		0.071040483		1.010285602		0.060549518		1.532335038		6.32908769		49.17628355		921	
1	320	89.71586635		834.1792385		114.1792385		2324.867542		164.8675422		3684.23532		84.23532037		5120.301435		80.30143538		6642.142413		162.142413		0.484263039		0.402878827		0.535348839		0.221888591		0.508905579		0.554244653		0.522698652		0.517328536		0.497860397		0.453465198		0.45725478		0.442648001		0.440720138		0.446673022		0.478747877		0.474580301		0.467308301		3.9375		4.1875		3.458333333		3.208333333		3.5625		3.9375		4.1875		3.458333333		3.208333333		3.5625		3.796180715		0.057472674		0.619896212		0.047105745		2.150958535		6.624508135		54.29372995		876	
1	321	93.70589889		803.2229882		83.22298818		2285.805276		125.8052759		3720.856378		120.8563782		5157.800741		117.8007407		6657.817408		177.8174082		0.508001902		0.431223039		0.562706695		0.25203508		0.53003246		0.571997398		0.567290847		0.558862136		0.555978444		0.501242191		0.491530694		0.481704395		0.488526815		0.488743703		0.513356251		0.515314379		0.513840037		3.6875		4.166666667		3.916666667		3.833333333		4.25		3.6875		4.166666667		3.916666667		3.833333333		4.25		4.543566125		0.107186991		1.537688504		0.079660228		1.471805391		7.660247011		57.30277356		948	
1	322	83.18962472		842.8910938		122.8910938		2310.125688		150.1256877		3733.892455		133.8924552		5124.476681		84.47668148		6642.028794		162.0287939		0.510284141		0.425349051		0.550783439		0.229672111		0.531613		0.563636076		0.549245068		0.539285406		0.54206414		0.467933946		0.471661808		0.464960199		0.463474274		0.457449129		0.487618578		0.488982846		0.485145457		3.958333333		4		3.895833333		3.375		4.125		3.958333333		4		3.895833333		3.375		4.125		3.740153069		0.059124816		0.601551269		0.052297046		1.779755639		6.180584794		48.04802045		924	
1	323	81.99543095		783.6537056		63.65370562		2256.788165		96.78816547		3743.688864		143.6888642		5115.701662		75.70166228		6543.062896		63.06289573		0.481699376		0.40352254		0.528478025		0.2210556		0.498530067		0.533452497		0.522455437		0.514570145		0.499900052		0.449540951		0.442107991		0.435381858		0.446910503		0.437292669		0.458632686		0.466555003		0.465054276		3.645833333		3.895833333		4.0625		3.354166667		3.25		3.645833333		3.895833333		4.0625		3.354166667		3.25		3.311125159		0.051162796		0.580655231		0.051362937		1.703301378		5.646244565		46.68593638		869	
1	324	86.18783936		829.8206174		109.8206174		2255.814478		95.8144781		3699.820253		99.82025282		5122.390304		82.39030408		6583.045152		103.045152		0.489518749		0.420647629		0.533956307		0.234166632		0.508234054		0.553015434		0.542880645		0.542411528		0.530056868		0.466077525		0.459860535		0.458412112		0.457362969		0.462928423		0.484801927		0.479030458		0.481353633		3.979166667		3.875		3.666666667		3.8125		3.854166667		3.979166667		3.875		3.666666667		3.8125		3.854166667		3.709927021		0.084163588		0.908950098		0.069466362		1.812747658		6.515788365		51.00487777		916	
1	325	101.4643402		878.5479156		158.5479156		2300.781359		140.781359		3820.445044		220.4450436		5080.99631		40.99631		6623.259914		143.2599142		0.514338037		0.437820497		0.572216433		0.237222645		0.531604857		0.57631419		0.570068497		0.55319843		0.546009385		0.487631508		0.486389613		0.489684865		0.488426492		0.481897132		0.515029675		0.516687356		0.516727188		3.875		3.916666667		4.458333333		3.416666667		4.1875		3.875		3.916666667		4.458333333		3.416666667		4.1875		5.973405846		0.072378035		0.868271535		0.067766174		1.785040411		8.699095827		65.85065225		948	
1	326	82.51776348		792.6636502		72.66365023		2274.180122		114.1801225		3690.211547		90.21154715		5156.601288		116.6012876		6573.685838		93.68583788		0.480513798		0.40715174		0.528017557		0.223961262		0.505351063		0.537653435		0.518590717		0.508638917		0.501990313		0.438151873		0.429711758		0.443377461		0.442045626		0.44211048		0.460250482		0.459303153		0.454189965		3.6875		3.833333333		3.208333333		3.833333333		3.541666667		3.6875		3.833333333		3.208333333		3.833333333		3.541666667		2.50321669		0.061690835		0.830162835		0.057719089		2.283089181		5.678159542		46.94992118		864	
1	327	81.36311711		837.0665558		117.0665558		2306.035113		146.0351134		3744.195979		144.195979		5106.838345		66.83834528		6563.989456		83.98945583		0.514656026		0.434621066		0.548401971		0.229342376		0.52698462		0.561023576		0.559192246		0.553257022		0.542224979		0.474299026		0.472028889		0.468485852		0.470131252		0.468115397		0.49051505		0.497464821		0.495945084		3.916666667		4.125		4.104166667		3.833333333		3.583333333		3.916666667		4.125		4.104166667		3.833333333		3.583333333		3.791277184		0.064632636		0.553317423		0.065163497		1.587353758		5.996581002		46.26755535		934	
1	328	93.10508903		820.5904581		100.5904581		2347.957925		187.9579246		3722.999071		122.9990711		5110.883465		70.88346452		6594.032113		114.0321125		0.505219963		0.421744294		0.550998697		0.236870625		0.523943324		0.562403633		0.551344559		0.558794447		0.545106049		0.465044465		0.468825184		0.471054857		0.469125713		0.469872683		0.482391865		0.494406048		0.490485493		3.791666667		4.375		4		3.375		3.854166667		3.791666667		4.375		4		3.375		3.854166667		4.484564248		0.067010829		0.633490828		0.054930316		2.255620952		7.440686857		57.77845574		926	
1	329	84.82943376		870.7770954		150.7770954		2266.112368		106.1123681		3739.467419		139.4674191		5101.181922		61.18192152		6624.85081		144.8508105		0.499768424		0.413493931		0.540454168		0.223548227		0.517195518		0.555817335		0.542147085		0.519524663		0.508503538		0.450484821		0.452404093		0.445204351		0.447167163		0.445479088		0.470309416		0.462421696		0.468609648		4.083333333		3.833333333		3.958333333		3.25		3.625		4.083333333		3.833333333		3.958333333		3.25		3.625		3.903107251		0.050372904		0.457534294		0.047916613		1.792912711		6.20392716		49.90397155		895	
1	330	82.8107127		845.8510959		125.8510959		2252.261551		92.26155065		3688.979268		88.9792682		5117.259977		77.2599766		6572.657251		92.65725068		0.486147195		0.400942859		0.536203672		0.217779758		0.501955884		0.530597158		0.544588866		0.525904868		0.510086847		0.446801345		0.450489292		0.44564552		0.445039686		0.438415966		0.469508969		0.462681018		0.470446408		3.895833333		3.8125		3.791666667		3.208333333		3.729166667		3.895833333		3.8125		3.791666667		3.208333333		3.729166667		3.765251526		0.060853497		0.621120076		0.05091048		1.376070638		5.823295737		47.52085787		880	
1	331	90.72591375		802.5444383		82.54443828		2260.323994		100.323994		3825.794147		225.7941469		5090.986823		50.98682293		6582.617443		102.6174431		0.491141021		0.413856289		0.540747549		0.224510423		0.510093625		0.543025887		0.538994822		0.514264285		0.488862152		0.452715235		0.453673647		0.450203235		0.442935313		0.449995742		0.477670009		0.474360247		0.472615977		3.25		3.958333333		4.3125		3.291666667		3.5625		3.25		3.958333333		4.3125		3.291666667		3.5625		3.863196356		0.07429274		1.010903756		0.058708847		1.796142523		6.744535374		54.94645278		877	
1	332	85.52314107		867.4770826		147.4770826		2299.509129		139.509129		3755.220762		155.2207621		5102.150781		62.15078095		6564.235144		84.23514415		0.508046993		0.427681884		0.551936168		0.231548823		0.525060118		0.560717847		0.551415991		0.545799135		0.541139633		0.467145041		0.477450163		0.472675268		0.476335385		0.47333389		0.492672715		0.501803923		0.500299882		4.020833333		4.020833333		4.020833333		3.6875		3.645833333		4.020833333		4.020833333		4.020833333		3.6875		3.645833333		4.072862881		0.060058194		0.582631478		0.064672033		1.728191112		6.443743666		50.11927505		926	
1	333	89.55911528		792.6363007		72.63630065		2247.218405		87.21840543		3753.216244		153.2162444		5113.661247		73.66124723		6623.454557		143.4545571		0.495645085		0.419859071		0.546526938		0.229039968		0.513321308		0.549707733		0.541702235		0.539270891		0.529886354		0.462034647		0.457899521		0.461383677		0.469634316		0.458684164		0.482114123		0.482438631		0.487813672		3.6875		3.729166667		4.229166667		3.458333333		3.9375		3.6875		3.729166667		4.229166667		3.458333333		3.9375		4.759654554		0.070682823		0.664747585		0.054981641		1.374958442		6.870043405		54.28160097		909	
1	334	74.49697987		812.0985679		92.0985679		2262.455366		102.4553663		3668.067286		68.06728647		5097.849874		57.84987392		6581.017856		101.0178562		0.470427828		0.393043785		0.520640039		0.202918531		0.491189779		0.531102946		0.511817101		0.51188061		0.490104638		0.435305103		0.439538113		0.431058201		0.436065609		0.435502548		0.461804113		0.46318561		0.46029119		3.6875		3.791666667		3.75		3.333333333		3.3125		3.6875		3.791666667		3.75		3.333333333		3.3125		1.695538398		0.068164314		0.730444555		0.053555686		2.145510903		4.639658171		38.9325278		853	
1	335	77.21923037		776.5192502		56.51925015		2260.312053		100.3120533		3678.718406		78.71840627		5125.682486		85.68248633		6574.464352		94.46435157		0.489980089		0.411368286		0.528510766		0.225432501		0.500077523		0.541329074		0.533705471		0.527065964		0.527177582		0.448754212		0.447732541		0.448769172		0.45379875		0.451545707		0.465604955		0.465554801		0.471072659		3.729166667		3.9375		3.729166667		3.604166667		3.854166667		3.729166667		3.9375		3.729166667		3.604166667		3.854166667		2.922087866		0.066096717		0.622135093		0.047416412		1.694151039		5.304470716		42.26983352		900	
1	336	77.37207808		788.3728764		68.37287638		2260.304626		100.3046255		3711.730456		111.7304559		5084.1439		44.14389993		6573.798758		93.79875815		0.475702669		0.390121481		0.525082509		0.213565452		0.488460964		0.530958127		0.505086503		0.50605132		0.500761737		0.431853473		0.428937785		0.444753553		0.431308229		0.43150149		0.45201776		0.452049465		0.453094431		3.479166667		3.645833333		3.958333333		3.604166667		3.416666667		3.479166667		3.645833333		3.958333333		3.604166667		3.416666667		2.619444437		0.057605382		0.493706863		0.049391859		1.934725417		5.105482099		42.51320435		864	
1	337	86.60999424		846.8420374		126.8420374		2239.254877		79.25487698		3712.489325		112.4893251		5119.004374		79.00437418		6654.965603		174.9656027		0.511038992		0.437376593		0.552530741		0.238098095		0.521336421		0.556021806		0.557786527		0.556118458		0.544590454		0.476358527		0.489983316		0.478725483		0.483743312		0.476782319		0.50195153		0.509517026		0.501810577		3.9375		3.666666667		4.020833333		3.666666667		4.416666667		3.9375		3.666666667		4.020833333		3.666666667		4.416666667		3.8874462		0.076714153		0.807086646		0.063848311		1.947776837		6.719023836		51.17299391		941	
1	338	92.12588851		767.9176828		47.91768283		2342.519415		182.5194152		3700.515437		100.5154366		5153.920209		113.9202092		6594.699906		114.6999064		0.497837678		0.414131966		0.536179495		0.225863753		0.519732803		0.558814548		0.535635692		0.527576129		0.528944149		0.45768839		0.449181616		0.456846869		0.455891862		0.457042324		0.480340318		0.473186837		0.471405582		3.583333333		4.25		3.895833333		3.354166667		3.916666667		3.583333333		4.25		3.895833333		3.354166667		3.916666667		4.669781895		0.055870167		0.6446647		0.054654291		1.831379482		7.201696244		57.12711042		907	
1	339	84.57371156		835.7589854		115.7589854		2280.013867		120.0138673		3688.081132		88.08113153		5110.256871		70.25687095		6599.336493		119.336493		0.508682171		0.43539761		0.541486386		0.235223537		0.524245696		0.548535365		0.548243666		0.546749501		0.535864827		0.476809548		0.470362881		0.471262994		0.472504006		0.466408594		0.492102962		0.491807813		0.499946369		3.979166667		3.875		3.5625		3.729166667		4.041666667		3.979166667		3.875		3.5625		3.729166667		4.041666667		3.274646302		0.07974722		0.928138423		0.066494954		1.965750903		6.248282848		48.85938133		916	
1	340	92.95007733		819.1893138		99.18931377		2215.956811		55.95681132		3749.811373		149.8113727		5142.969118		102.9691177		6632.63498		152.6349804		0.499801476		0.421308813		0.543994485		0.226846015		0.515168803		0.560939406		0.54868336		0.535885669		0.539903495		0.462087284		0.460138473		0.458397416		0.459010333		0.460596347		0.481686896		0.484674516		0.479630029		3.75		3.520833333		3.979166667		3.854166667		4.208333333		3.75		3.520833333		3.979166667		3.854166667		4.208333333		4.748994284		0.068063564		0.436609232		0.051557192		2.184331348		7.437998428		58.14774359		922	
1	341	86.01090149		798.2478561		78.24785605		2286.769256		126.7692561		3686.17218		86.17217963		5092.393967		52.39396675		6593.296974		113.2969745		0.486135836		0.411324138		0.529352078		0.228786817		0.504118051		0.537549771		0.539601935		0.521060721		0.506612404		0.461407721		0.45164547		0.450140961		0.454869697		0.452528667		0.475274727		0.4827281		0.481111538		3.645833333		4		3.666666667		3.25		3.958333333		3.645833333		4		3.666666667		3.25		3.958333333		3.1566409		0.068490327		0.871352421		0.063427571		2.111200172		6.20768382		50.28239643		884	
1	342	96.12191928		791.7310643		71.73106432		2364.264862		204.2648619		3710.05643		110.0564296		5086.049103		46.04910317		6597.168575		117.1685752		0.492278317		0.420774054		0.542827303		0.229703676		0.513647367		0.549143088		0.541767334		0.538022233		0.520170119		0.466744373		0.454397324		0.462251898		0.467265327		0.460038332		0.487810042		0.490034104		0.485808617		3.625		4.25		3.916666667		3.125		3.979166667		3.625		4.25		3.916666667		3.125		3.979166667		4.374714344		0.088352767		1.242149844		0.06759345		1.903273296		7.608490251		60.11774721		902	
1	343	85.92849763		778.6135007		58.61350067		2204.931057		44.9310566		3657.166216		57.16621555		5195.148261		155.1482605		6667.612205		187.6122053		0.500752553		0.428234119		0.544113595		0.225840974		0.516795312		0.559801108		0.557845861		0.543472927		0.544967343		0.461950575		0.460132535		0.461950632		0.470101755		0.473673223		0.487870582		0.48588549		0.485196591		3.604166667		3.583333333		3.770833333		4.270833333		4.354166667		3.604166667		3.583333333		3.770833333		4.270833333		4.354166667		4.54334961		0.060325637		0.512743561		0.058618276		1.522263756		6.638682564		51.14003152		935	
1	344	87.08131564		774.9745929		54.9745929		2223.284437		63.28443675		3779.94722		179.9472202		5105.930322		65.930322		6596.239543		116.2395434		0.495301535		0.418524624		0.536388283		0.22251334		0.511947059		0.536893304		0.543058405		0.540008566		0.529078556		0.453780148		0.454484416		0.45613397		0.459327851		0.455699172		0.478239876		0.47543483		0.478567576		3.666666667		3.770833333		4.270833333		3.479166667		3.875		3.666666667		3.770833333		4.270833333		3.479166667		3.875		4.067466569		0.056750921		0.610740195		0.056568341		1.86687309		6.601830776		52.19706677		910	
1	345	101.8540789		822.4909616		102.4909616		2347.42267		187.4226699		3658.196869		58.19686853		5164.480018		124.4800176		6636.015329		156.0153285		0.508657614		0.439496347		0.561666296		0.239044512		0.534239466		0.568057794		0.563083344		0.56344607		0.552033838		0.479167748		0.477106291		0.489372344		0.488177659		0.488626815		0.511758228		0.515438647		0.511689518		3.916666667		4.145833333		3.729166667		3.8125		4.104166667		3.916666667		4.145833333		3.729166667		3.8125		4.104166667		6.021226587		0.075102476		1.069991934		0.068407386		1.494276785		8.660597783		65.8408381		941	
1	346	83.4740123		786.7085026		66.70850258		2255.518464		95.51846383		3723.643097		123.6430973		5165.392532		125.3925323		6631.033009		151.033009		0.499887874		0.414009289		0.545812273		0.222775233		0.518063682		0.556322329		0.548659944		0.537162068		0.532028282		0.464642776		0.455496091		0.455240274		0.464715274		0.457058674		0.480667278		0.488483265		0.486437645		3.583333333		3.395833333		3.875		4		4.145833333		3.583333333		3.395833333		3.875		4		4.145833333		3.710470605		0.062892572		0.715609276		0.054557136		1.58130384		6.070276293		47.9753655		907	
1	347	82.48078974		826.5203956		106.5203956		2249.840458		89.8404578		3653.306634		53.30663418		5105.665509		65.66550903		6611.936884		131.9368835		0.486597416		0.403890756		0.526307449		0.218277724		0.498784724		0.531691459		0.520005924		0.506847681		0.493391966		0.441659133		0.443809278		0.443212375		0.438130699		0.430364398		0.469128617		0.460689663		0.463396153		3.916666667		3.541666667		3.333333333		3.166666667		4.020833333		3.916666667		3.541666667		3.333333333		3.166666667		4.020833333		3.390932617		0.047537613		0.444545771		0.04366513		1.729047521		5.612063521		47.04839589		858	
1	348	83.8353008		789.2416741		69.24167413		2325.71912		165.7191197		3711.48057		111.48057		5162.920363		122.9203628		6539.927596		59.92759637		0.494732283		0.421094674		0.546082984		0.232558125		0.518164997		0.549319989		0.552141479		0.531895681		0.534275542		0.467384451		0.463977128		0.470748919		0.466867009		0.464322571		0.489278001		0.486905594		0.495789891		3.854166667		4.208333333		3.75		3.770833333		3.520833333		3.854166667		4.208333333		3.75		3.770833333		3.520833333		3.700129457		0.074955094		0.788075356		0.062805172		1.574382383		6.13754229		48.22709534		912	
1	349	83.71762077		824.0002293		104.0002293		2282.971985		122.9719854		3728.644663		128.6446629		5079.893134		39.8931337		6566.831873		86.83187315		0.489200373		0.415150799		0.539263763		0.228933316		0.502462578		0.54742886		0.538431937		0.527406747		0.510580571		0.43704449		0.458605799		0.467305723		0.448700018		0.452995908		0.467805979		0.47665745		0.473800482		3.8125		3.854166667		4.125		3.208333333		3.833333333		3.8125		3.854166667		4.125		3.208333333		3.833333333		3.677885338		0.068549939		0.462469884		0.051356412		1.880897783		6.089802944		48.76829019		899	
1	350	90.09804923		806.4145359		86.4145359		2240.315862		80.31586175		3692.403102		92.40310228		5122.942988		82.9429878		6637.278454		157.2784544		0.488442394		0.404600648		0.532888536		0.221060402		0.509613484		0.543006974		0.546269427		0.532134856		0.526062444		0.443638746		0.450139718		0.439996893		0.442458172		0.446710857		0.472077743		0.45971099		0.458603773		3.8125		3.708333333		3.645833333		3.6875		4		3.8125		3.708333333		3.645833333		3.6875		4		4.496962229		0.052710739		0.590915011		0.046260249		1.782962987		6.923550966		55.29508953		900	
1	351	81.8631223		838.498232		118.498232		2315.037595		155.0375946		3655.226417		55.22641678		5107.337675		67.33767507		6574.503087		94.50308728		0.48889022		0.415257984		0.537878821		0.219962939		0.509336284		0.542744124		0.538029605		0.521556596		0.522815706		0.451537494		0.456221714		0.451918505		0.458339237		0.449896559		0.484014274		0.479015632		0.472497011		3.9375		4.104166667		3.3125		3.604166667		3.770833333		3.9375		4.104166667		3.3125		3.604166667		3.770833333		2.768651999		0.072785892		0.696392757		0.053010386		2.271240351		5.809070999		46.6427028		894	
1	352	79.8382402		770.9313433		50.93134333		2272.745257		112.7452575		3657.499697		57.49969662		5099.091195		59.0911949		6606.151288		126.1512881		0.482235169		0.403816124		0.522771765		0.224320204		0.492977209		0.535478405		0.517830007		0.503748436		0.489197386		0.440974577		0.445288417		0.439440671		0.444970195		0.441678167		0.468945004		0.46674515		0.464748173		3.4375		4.0625		3.4375		3.354166667		3.8125		3.4375		4.0625		3.4375		3.354166667		3.8125		2.69738467		0.068030171		0.775229117		0.059964417		1.806976964		5.347620923		44.40001212		864	
1	353	85.26240196		816.4111317		96.41113165		2307.169102		147.1691016		3675.815679		75.81567882		5095.810226		55.81022558		6647.120003		167.1200034		0.492709215		0.412917194		0.542330446		0.231009708		0.511420933		0.538837038		0.541000026		0.52157869		0.503517363		0.458644854		0.45609199		0.457582802		0.456310128		0.453647869		0.481450611		0.477967958		0.481078049		3.583333333		4.083333333		3.6875		3.270833333		3.833333333		3.583333333		4.083333333		3.6875		3.270833333		3.833333333		2.998771467		0.064203703		0.939432806		0.055440414		2.076126887		6.078534863		49.14113418		881	
1	354	79.4575458		827.8321799		107.8321799		2242.70075		82.70075048		3702.766842		102.7668425		5109.240899		69.24089915		6586.575407		106.5754069		0.494387516		0.419148385		0.540559103		0.225997657		0.51331813		0.551219887		0.537710478		0.539703692		0.530068847		0.450998438		0.459460454		0.462463814		0.443616813		0.452185576		0.471006096		0.469727574		0.473035863		3.791666667		3.729166667		3.875		3.729166667		3.916666667		3.791666667		3.729166667		3.875		3.729166667		3.916666667		3.249719458		0.05274439		0.40332145		0.047242013		1.931118411		5.636903709		44.70467496		909	
1	355	84.17308437		799.0069996		79.00699962		2288.672449		128.6724495		3725.353799		125.353799		5097.423457		57.42345685		6553.796518		73.7965175		0.47566464		0.401269622		0.532795252		0.217904472		0.49296694		0.539726944		0.524433842		0.524576675		0.500563444		0.443185706		0.449723207		0.453725962		0.459784133		0.446804613		0.478043531		0.474720724		0.479242598		3.729166667		3.895833333		3.729166667		3.333333333		3.583333333		3.729166667		3.895833333		3.729166667		3.333333333		3.583333333		3.165212164		0.071836625		0.978296005		0.050400941		1.680656068		5.896000863		48.12431164		872	
1	356	88.66510854		804.7315597		84.73155973		2268.480322		108.4803221		3685.30235		85.30235007		5112.629325		72.62932538		6639.918188		159.9181884		0.487249872		0.405698225		0.539633048		0.222732734		0.506395091		0.539438717		0.530318819		0.529458546		0.511479213		0.452313161		0.447598725		0.442243049		0.446274865		0.452786391		0.475446998		0.465932165		0.46942202		3.895833333		3.6875		3.625		3.083333333		4.1875		3.895833333		3.6875		3.625		3.083333333		4.1875		4.007172949		0.063318539		0.661761999		0.050155552		1.813456197		6.545709685		53.27333681		882	
