Scenario	Replication	([CycleTime].SampleAverage)/1[min]		[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[DevelopX-Ray].WorkingTime/[DevelopX-Ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[DRTech1].WorkingTime/[DRTech1].TotalTime		[DRTech2].WorkingTime/[DRTech2].TotalTime		[DarkRoom1].WorkingTime/[DarkRoom1].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[WaitingDevelop].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[WaitingDevelop].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime)/1[min]		[PatientEnterPhysiciansOffice].NumberAdded	
1	129	1170.281242		0.646575791		0.554433921		0.813971886		0.99666137		0.145910974		0.468920631		0.893548099		0.820340241		0.757260885		0.736827117		0.747593621		0.736607499		0.745740395		0.740806058		0.581589075		0.560983269		0.99666137		4.270833333		3.6875		3.5		3.708333333		3.895833333		1.8125		1.854166667		1.916666667		1.729166667		1.895833333		23.8572686		0.227067695		1.698365983		259.1556478		0.069380116		0.059078863		284.9974289		1996.584083		437	
1	130	1015.529731		0.671023465		0.573637049		0.836077032		0.996132602		0.148362268		0.462464613		0.901470522		0.822835338		0.784098577		0.764003213		0.765038636		0.763509476		0.768060778		0.771266429		0.571506127		0.572988743		0.996132602		3.979166667		3.770833333		3.979166667		3.5625		4.229166667		1.604166667		1.9375		1.645833333		1.833333333		1.9375		26.53152684		0.245200034		1.713576435		267.9589858		0.08363019		0.066289541		296.5155787		2008.513341		425	
1	131	1082.586567		0.61187564		0.531785232		0.780406545		0.996146058		0.162135495		0.477949652		0.873734222		0.790672451		0.712506019		0.719495439		0.714293524		0.722614455		0.718856007		0.723786339		0.578274027		0.580007526		0.996146058		3.5		3.458333333		3.708333333		3.5625		3.645833333		1.979166667		1.958333333		1.875		1.791666667		1.791666667		19.14436914		0.247054715		2.100427362		211.5638895		0.083589985		0.049930185		233.1056709		1693.168871		446	
1	132	1274.234183		0.606757972		0.511715431		0.754284689		0.996640155		0.157450998		0.472555276		0.869117045		0.782933081		0.699251567		0.693623706		0.696206024		0.684269245		0.692242154		0.68278722		0.576578927		0.577512226		0.996640155		3.291666667		3.75		3.666666667		3.541666667		3.416666667		1.833333333		1.770833333		1.729166667		2.083333333		1.833333333		17.57972967		0.240615193		1.005090717		222.98669		0.068131814		0.057525586		241.8696512		1794.620894		439	
1	133	1135.884956		0.677415823		0.56860113		0.835579394		0.997986873		0.152133299		0.483530147		0.885721175		0.838566453		0.770329901		0.762185044		0.762313257		0.762819102		0.766488771		0.76831642		0.58374873		0.566371442		0.997986873		4.083333333		3.979166667		3.520833333		3.666666667		4.145833333		1.916666667		1.958333333		1.833333333		1.9375		1.854166667		27.26141827		0.212504297		1.405800838		250.715773		0.084557801		0.064171706		279.6596681		1923.360108		451	
1	134	1214.41402		0.690988812		0.582476577		0.839874811		0.995544322		0.152448408		0.477423059		0.915716338		0.844589087		0.786090738		0.772162632		0.769274868		0.77216891		0.77286028		0.77517307		0.562903162		0.585089569		0.995544322		3.791666667		4.208333333		3.666666667		4.333333333		3.75		1.8125		1.791666667		1.8125		1.854166667		2		29.06042976		0.256326498		2.166500829		267.3041295		0.078343187		0.060180943		298.8475676		2010.677369		440	
1	135	1238.881531		0.590080939		0.509244666		0.767483945		0.996887982		0.150335897		0.486358894		0.857515994		0.764419132		0.685426474		0.704708836		0.694035743		0.68495558		0.695812835		0.703040793		0.570252435		0.576971443		0.996887982		3.479166667		3.854166667		3.333333333		3.229166667		3.416666667		1.770833333		1.979166667		1.916666667		1.895833333		1.666666667		18.64235697		0.223380615		2.680156867		215.8709409		0.080166902		0.056650836		237.4734862		1778.614625		438	
1	136	1070.673265		0.658050875		0.573994075		0.848849633		0.996529689		0.153130924		0.450856039		0.895897619		0.829150115		0.778503388		0.774415481		0.777808689		0.775586936		0.784153449		0.789617721		0.568873564		0.58078705		0.996529689		3.708333333		4.104166667		4.083333333		3.5625		3.916666667		1.604166667		1.875		1.708333333		2.020833333		1.520833333		26.81803656		0.295342846		2.389053104		269.3012903		0.085762843		0.059561525		298.8632844		1991.46143		414	
1	137	987.2027231		0.663283801		0.55888907		0.823109921		0.996712854		0.154959426		0.493548878		0.894404472		0.831079889		0.771451683		0.756351294		0.753880343		0.749544574		0.754014323		0.761291913		0.582152626		0.569519654		0.996712854		3.833333333		3.625		3.666666667		3.770833333		4.229166667		1.979166667		2.125		1.770833333		1.75		2.041666667		24.36706533		0.253107036		1.629147702		229.6614268		0.08479817		0.060484287		255.9712311		1773.101051		459	
1	138	1210.455681		0.641081459		0.539492462		0.799479867		0.995225189		0.161672248		0.459257675		0.884907943		0.810125785		0.745945667		0.718659484		0.73347741		0.73756396		0.725674794		0.72477724		0.585395122		0.571502314		0.995225189		3.895833333		3.770833333		3.625		3.541666667		3.958333333		1.854166667		1.854166667		1.645833333		2.041666667		1.916666667		21.56993164		0.233081992		1.272944699		246.9200233		0.085188508		0.073743132		270.0697248		1882.375492		442	
1	139	992.4956151		0.62917698		0.53690853		0.785700141		0.995975239		0.153228679		0.479648411		0.883222782		0.8026665		0.73493889		0.728976831		0.725445992		0.719267314		0.731014395		0.724924648		0.570711638		0.578492281		0.995975239		3.416666667		3.6875		4.291666667		3.208333333		3.75		2		1.9375		1.770833333		2.125		1.541666667		21.23269255		0.231363868		2.343588668		222.8453409		0.081881235		0.062736085		246.715722		1763.335233		445	
1	140	1344.276943		0.666666125		0.578492771		0.832858966		0.995573756		0.155246593		0.464899201		0.895735104		0.822795628		0.770271672		0.774423065		0.765833274		0.77410744		0.779239062		0.782040492		0.572769306		0.578051043		0.995573756		4.5		3.4375		3.854166667		3.625		3.875		1.833333333		1.875		1.895833333		1.895833333		1.833333333		25.62619576		0.274698501		2.856583136		260.8714464		0.108642179		0.07401264		289.7029365		1963.171714		443	
1	141	1255.047798		0.640344691		0.545472229		0.815407781		0.995086805		0.165322415		0.506929087		0.902808244		0.814400677		0.752565461		0.741725307		0.741614216		0.739414637		0.743529585		0.731752618		0.591081595		0.569327625		0.995086805		4.1875		3.708333333		3.4375		3.479166667		4		1.979166667		1.979166667		1.770833333		2.104166667		1.979166667		23.28359946		0.222572994		1.800630222		237.8945842		0.082336761		0.062281691		263.2636686		1838.72466		466	
1	142	1053.101638		0.642466422		0.544031455		0.800913454		0.996218177		0.157706342		0.476863267		0.887494202		0.808411718		0.741613696		0.732134202		0.725680025		0.736273603		0.728984526		0.731177125		0.57538328		0.578541239		0.996218177		3.375		3.75		3.833333333		3.708333333		3.9375		1.833333333		1.916666667		1.729166667		2.229166667		1.666666667		21.80847929		0.237381355		1.576880755		226.6573116		0.081341236		0.060311473		250.3403645		1769.956354		445	
1	143	1018.454028		0.597782012		0.518894705		0.770155579		0.997275661		0.154388139		0.468384888		0.872905811		0.783211322		0.71198367		0.709582668		0.706443935		0.705570253		0.709126714		0.711444135		0.578971412		0.572692387		0.997275661		3.270833333		3.6875		3.75		3.395833333		3.6875		1.854166667		1.770833333		1.9375		1.833333333		1.833333333		18.62254886		0.216388055		1.956145947		218.5303809		0.079058467		0.055189098		239.3806529		1755.507745		438	
1	144	915.6278037		0.669899293		0.566694621		0.835640848		0.995979627		0.159397621		0.471177897		0.90609056		0.837089148		0.7730519		0.760018228		0.772933097		0.764251786		0.767205867		0.769682842		0.586281562		0.569095687		0.995979627		3.625		4.041666667		3.520833333		4.229166667		3.958333333		1.833333333		1.729166667		2.0625		1.583333333		1.895833333		28.66464491		0.267043101		2.309193502		249.0090787		0.084525075		0.063324887		280.3132851		1901.189461		432	
1	145	909.9095178		0.621792645		0.541680988		0.807405395		0.995696091		0.155184681		0.459040044		0.881228062		0.789110988		0.731929545		0.731818544		0.741330829		0.738526217		0.750146175		0.739727539		0.573394436		0.577486336		0.995696091		3.229166667		3.520833333		4.0625		3.395833333		4.104166667		1.5625		1.9375		1.9375		1.604166667		1.875		20.58385576		0.244512412		1.927844104		228.6411071		0.087477951		0.052014501		251.4493339		1777.501649		423	
1	146	1075.730412		0.631672589		0.532781538		0.811012693		0.996456731		0.160610475		0.477636213		0.876956495		0.805983777		0.749273366		0.735970049		0.734250474		0.731152945		0.738699052		0.733531573		0.579558123		0.577509084		0.996456731		3.520833333		3.645833333		3.666666667		3.625		4.0625		1.8125		1.916666667		1.708333333		1.958333333		1.958333333		21.92010952		0.244225621		1.264059856		228.9475381		0.080234036		0.068587566		252.4445206		1776.370035		444	
1	147	1318.018322		0.649949346		0.575128509		0.828976062		0.996963458		0.168860318		0.474779498		0.887859821		0.812257327		0.766988139		0.771897732		0.76634486		0.774337526		0.779332691		0.772111498		0.587866702		0.577957074		0.996963458		3.916666667		3.6875		4.3125		3.583333333		3.666666667		1.916666667		1.9375		1.791666667		1.895833333		2.0625		25.28044291		0.307301787		2.697934259		250.874834		0.09955404		0.06574601		279.2262589		1914.621502		456	
1	148	1198.394503		0.63160889		0.536088717		0.787585876		0.996241929		0.157737203		0.514877883		0.890457455		0.811822512		0.746688694		0.726755059		0.727656625		0.719446506		0.724970215		0.72773705		0.576556044		0.577423087		0.996241929		3.625		3.416666667		3.458333333		4.104166667		3.645833333		2		2.125		2.104166667		2		2.020833333		22.0855692		0.204205951		1.631598898		201.154165		0.080114242		0.066268062		225.1418072		1660.992458		487	
1	149	1063.043935		0.662828262		0.583682856		0.834991254		0.996521163		0.147782023		0.483020538		0.906075666		0.840092592		0.770702848		0.771665785		0.777068124		0.77225905		0.783084399		0.78426158		0.576288434		0.568014752		0.996521163		3.895833333		3.708333333		4.604166667		3.791666667		3.645833333		1.6875		1.958333333		1.75		2		2		27.437279		0.27004672		2.991071224		267.9129809		0.08235155		0.066297296		298.6776751		2022.455906		446	
1	150	1318.86956		0.625293553		0.541341005		0.792345983		0.997235233		0.148412681		0.485460299		0.889822857		0.805996183		0.734372285		0.72754491		0.729315517		0.735009331		0.738895936		0.739008894		0.5885533		0.557094614		0.997235233		3.666666667		3.958333333		3.791666667		3.3125		3.666666667		1.854166667		1.833333333		1.791666667		2.0625		1.875		20.11804601		0.225210271		2.393535662		240.4407636		0.075692457		0.061164214		263.2387197		1879.497564		447	
1	151	1262.53027		0.65942375		0.567530267		0.832378236		0.997113099		0.15290281		0.462673482		0.879320732		0.833867556		0.75927603		0.762135077		0.765565314		0.760245457		0.769292016		0.767447721		0.573348543		0.576667365		0.997113099		3.583333333		4.104166667		4.458333333		3.5625		3.541666667		1.5625		1.75		2.041666667		1.708333333		1.833333333		27.04968165		0.259341273		1.363550299		272.00975		0.086921649		0.049545813		300.731869		2046.838443		422	
1	152	1342.055362		0.617171297		0.524237883		0.790739187		0.99609842		0.15335896		0.458810892		0.869628443		0.782990197		0.723651609		0.717494537		0.718562972		0.703613592		0.71520103		0.716907836		0.580917053		0.568540328		0.99609842		3.729166667		3.479166667		3.9375		3.375		3.416666667		1.729166667		1.833333333		1.916666667		1.791666667		1.770833333		20.76324378		0.248407737		2.168285071		237.463709		0.074995021		0.055423231		260.6990688		1891.934547		429	
1	153	1177.919404		0.65019223		0.550296633		0.794509914		0.995888087		0.152336463		0.49509598		0.900631386		0.805867665		0.755863431		0.72190901		0.732240615		0.735097715		0.729921885		0.723402105		0.575219673		0.573004878		0.995888087		4.0625		3.979166667		3.583333333		3.729166667		3.520833333		1.708333333		2.125		1.8125		2		1.916666667		23.12143476		0.194369056		1.720359022		255.2268406		0.080386895		0.05445685		280.3174603		1987.796001		454	
1	154	1358.725323		0.614788042		0.533282998		0.795879489		0.996340853		0.153631106		0.464822879		0.863763393		0.793197093		0.729402689		0.725214237		0.730542031		0.726912143		0.741355391		0.731440623		0.578371435		0.571600524		0.996340853		3.604166667		3.854166667		2.916666667		3.479166667		4.104166667		1.479166667		1.895833333		1.958333333		1.9375		1.875		19.79992494		0.249968758		2.352939932		229.5287008		0.080831518		0.0621085		251.9936429		1821.848251		434	
1	155	1181.261503		0.654415171		0.568552982		0.818713217		0.99675333		0.150967917		0.484038253		0.900010384		0.826263147		0.765341125		0.763080754		0.755332428		0.748841725		0.757631456		0.762140164		0.572937342		0.574783904		0.99675333		3.895833333		3.875		3.791666667		3.895833333		3.8125		1.75		1.895833333		1.9375		2		1.854166667		24.45014288		0.274172413		1.393348259		255.8743783		0.079851048		0.06656808		282.0586099		1956.315289		448	
1	156	1128.601345		0.667859242		0.577856896		0.831455169		0.997447887		0.154620939		0.486990782		0.908581942		0.828658298		0.785056417		0.770489775		0.770289457		0.766404834		0.771901521		0.776833946		0.588178823		0.563890004		0.997447887		3.708333333		4.354166667		4.208333333		3.145833333		4.104166667		1.833333333		1.708333333		1.9375		2.020833333		1.895833333		29.70268113		0.293405508		2.827488657		262.8151343		0.087338216		0.067482646		295.7061922		2019.706956		446	
1	157	1271.078655		0.604478738		0.514546488		0.784858898		0.995923523		0.15703103		0.440107713		0.86156657		0.76743213		0.699155786		0.703237773		0.707768455		0.715180818		0.717286666		0.711201647		0.579225873		0.573728679		0.995923523		3.75		3.458333333		3.625		3.416666667		3.3125		1.791666667		1.5625		1.833333333		1.833333333		1.854166667		16.80226065		0.235488127		1.472412712		238.7456806		0.091435233		0.057202918		257.3130451		1855.843669		421	
1	158	1110.71409		0.650549982		0.553373497		0.80788499		0.994950028		0.148764609		0.505209307		0.900762843		0.827380688		0.75865478		0.737719789		0.73874828		0.73841097		0.737643749		0.739527325		0.566257667		0.577456971		0.994950028		3.354166667		3.8125		3.8125		4.020833333		4.020833333		1.854166667		1.854166667		2.0625		2.0625		2.041666667		24.07663644		0.21831265		2.07977645		225.3915034		0.083953578		0.071479206		251.8377082		1783.30973		469	
1	159	1167.607734		0.627483496		0.559124097		0.831468645		0.996293344		0.160122599		0.457874575		0.890152892		0.803599747		0.767011224		0.762934393		0.764875903		0.756057595		0.767179318		0.771767915		0.578111448		0.578304495		0.996293344		3.916666667		3.6875		3.770833333		3.75		3.770833333		1.625		1.791666667		1.770833333		1.708333333		2		22.81377007		0.296645412		2.641038546		262.2281345		0.089751152		0.074923541		288.0545121		1984.277712		422	
1	160	1131.679987		0.619317481		0.526942703		0.798656954		0.996066813		0.151754603		0.477902065		0.881150627		0.780395181		0.730662466		0.715524609		0.720810572		0.731033356		0.732409559		0.729189776		0.569934154		0.577887261		0.996066813		3.5		4.020833333		3.6875		3.208333333		3.729166667		1.666666667		2		1.833333333		1.75		1.791666667		19.82385685		0.212312284		2.052165643		237.0230205		0.075180468		0.05117109		259.1625263		1874.358914		429	
1	161	921.0731976		0.653163007		0.558318047		0.828573292		0.996769853		0.156100066		0.478527292		0.895489834		0.821185193		0.759129296		0.757362277		0.748593844		0.762253792		0.763942835		0.761971062		0.576604502		0.576265418		0.996769853		3.395833333		3.833333333		3.6875		4.145833333		3.958333333		2.041666667		1.958333333		1.895833333		1.6875		1.770833333		23.64469079		0.258509334		1.553099066		224.816317		0.083321062		0.06509083		250.337707		1721.979295		444	
1	162	1121.978148		0.663065765		0.56352727		0.851017186		0.995985226		0.154777707		0.477889331		0.895756981		0.833559384		0.774455551		0.764731003		0.778361118		0.754219879		0.772728023		0.767647913		0.565716567		0.585046365		0.995985226		3.416666667		4.229166667		3.979166667		3.75		4.125		1.875		1.916666667		2.166666667		1.770833333		1.770833333		28.36299105		0.234184239		1.965849058		238.3440706		0.080459966		0.070817153		268.9779121		1822.35738		451	
1	163	965.5266591		0.641687185		0.548187153		0.807910817		0.996124949		0.158023094		0.478991089		0.89041479		0.806770322		0.754161152		0.745242467		0.736155369		0.740522711		0.742293072		0.740205879		0.56989759		0.584250453		0.996124949		3.770833333		3.520833333		3.979166667		3.791666667		3.75		2		1.9375		2		1.833333333		1.75		21.73672969		0.27757339		1.964378029		230.8755156		0.080005015		0.055026433		254.9092231		1762.853965		452	
1	164	1302.486891		0.628685178		0.533736356		0.789355843		0.996399533		0.148947881		0.453880254		0.879766433		0.78899298		0.731165509		0.723501281		0.725730447		0.716744624		0.72870919		0.732851596		0.570163464		0.57518395		0.996399533		3.875		3.8125		3.3125		3.5625		3.5		1.6875		1.708333333		1.6875		1.8125		1.833333333		21.09238696		0.254091572		2.100014489		252.9320139		0.088859429		0.048021039		276.426528		1989.357766		414	
1	165	1227.498679		0.62647936		0.536941189		0.791826895		0.99691722		0.151316732		0.475761303		0.869153778		0.804376298		0.728115141		0.723931123		0.717672965		0.727567464		0.727253469		0.724296475		0.567744904		0.580489049		0.99691722		4.125		3.625		3.291666667		3.645833333		3.666666667		1.666666667		2		1.875		1.8125		1.979166667		20.0280308		0.245876091		1.602225615		246.6737559		0.083333428		0.055223026		268.6051115		1931.45848		443	
1	166	1022.213641		0.608533348		0.533487243		0.775710564		0.99594915		0.158404525		0.472376071		0.871771383		0.774098402		0.716346184		0.714470719		0.714499788		0.709997909		0.711218644		0.707428931		0.567376662		0.586977013		0.99594915		3.708333333		3.958333333		3.375		3.291666667		3.666666667		1.9375		1.895833333		1.875		2.041666667		1.729166667		19.63395064		0.275857876		1.42766677		225.0476787		0.088662911		0.062321926		246.4474759		1794.693904		450	
1	167	1022.588404		0.657730009		0.574544166		0.838878949		0.996763437		0.157175482		0.488653888		0.912270424		0.850157767		0.790788857		0.766979159		0.77600737		0.769111533		0.770923026		0.771443245		0.583318169		0.57062075		0.996763437		4		3.9375		4.104166667		3.833333333		3.979166667		1.895833333		2		1.8125		2.020833333		1.875		26.50514889		0.274868946		1.525340544		260.2607596		0.084927173		0.073615454		288.6397334		1930.051088		456	
1	168	999.665636		0.609745227		0.522649036		0.775590097		0.996342416		0.154663471		0.454271486		0.873199732		0.778242194		0.715440972		0.703334477		0.70741118		0.708318484		0.704820632		0.711043844		0.576862603		0.574143283		0.996342416		3.229166667		3.4375		3.666666667		3.416666667		3.979166667		1.8125		1.8125		1.645833333		1.729166667		1.729166667		18.05949279		0.214721227		1.38180726		218.3801272		0.066332399		0.05167191		238.0878204		1736.378057		414	
1	169	1170.8507		0.643202277		0.55873416		0.833883256		0.996147493		0.150806017		0.489680079		0.884870977		0.806970229		0.750709521		0.757157825		0.747191886		0.758999289		0.764635449		0.767961362		0.563546017		0.583407493		0.996147493		3.354166667		4.416666667		3.729166667		3.729166667		3.5625		1.854166667		1.875		2.041666667		2		1.833333333		22.76928765		0.237604987		1.797919998		238.4106317		0.086326094		0.060388296		263.2758326		1841.674903		456	
1	170	1004.992637		0.648675206		0.542174576		0.806675001		0.996580762		0.142336052		0.472423977		0.897762048		0.811776813		0.760315188		0.71553814		0.72973005		0.733091523		0.725219611		0.731214382		0.562174859		0.576741955		0.996580762		3.791666667		3.708333333		3.916666667		3.3125		4.125		1.958333333		1.708333333		1.791666667		1.666666667		1.854166667		21.72525636		0.214577727		1.054154344		248.0409964		0.064601139		0.056495596		271.0914804		1905.115907		426	
1	171	1080.006792		0.65109249		0.558800302		0.812258043		0.994971845		0.160108986		0.492864445		0.906123419		0.822386891		0.759642402		0.751337446		0.753175009		0.752145778		0.75632207		0.751962753		0.593775841		0.56130499		0.994971845		3.583333333		3.895833333		3.875		3.541666667		4.104166667		1.979166667		1.875		1.916666667		2.0625		1.916666667		24.59852572		0.264038073		2.102160466		230.9814672		0.088858213		0.060728623		258.0069201		1806.831999		463	
1	172	903.5820434		0.624402883		0.543098888		0.821560306		0.997599127		0.154550599		0.456985443		0.870432122		0.801982557		0.740293791		0.748637093		0.735410165		0.749403515		0.755268692		0.750966542		0.56998216		0.582167566		0.997599127		3.541666667		3.604166667		3.708333333		3.770833333		3.75		1.833333333		1.895833333		1.770833333		1.854166667		1.541666667		23.2507358		0.275029263		2.131731649		230.5443213		0.078720765		0.054864983		256.256683		1793.567802		422	
1	173	1413.715551		0.655502319		0.548013871		0.807625802		0.995599566		0.155688728		0.486596503		0.887990841		0.815350969		0.753537578		0.74150706		0.731729586		0.734537218		0.745972065		0.726891868		0.571516009		0.579772286		0.995599566		3.458333333		3.958333333		3.708333333		3.770833333		3.833333333		1.8125		1.729166667		1.958333333		1.979166667		1.9375		25.82780309		0.236799881		2.088995936		237.5184568		0.079851581		0.052082978		265.7241387		1872.140225		447	
1	174	1045.56078		0.630092785		0.558964934		0.813423834		0.996732789		0.151971053		0.456936966		0.883262326		0.818878811		0.748593328		0.749634503		0.753771971		0.740634348		0.757819353		0.745053307		0.568472448		0.580231394		0.996732789		3.375		3.645833333		4.104166667		4.083333333		3.770833333		1.6875		1.9375		1.854166667		1.916666667		1.75		23.07756165		0.262624934		2.486276551		239.3862108		0.081928747		0.066349689		265.2790237		1810.569879		434	
1	175	1125.903625		0.658691174		0.560234701		0.821161198		0.996885222		0.146317917		0.454589763		0.894025977		0.813588756		0.751381174		0.749497939		0.751237817		0.744319484		0.749440597		0.760037367		0.5590206		0.58418254		0.996885222		3.75		3.583333333		3.979166667		3.645833333		3.958333333		1.604166667		1.895833333		1.770833333		1.770833333		1.791666667		22.82814081		0.229928296		1.185327686		255.0090582		0.079365647		0.053190279		279.3056453		1925.94218		419	
1	176	1153.891734		0.67137409		0.577214343		0.849021842		0.997348854		0.158877688		0.464269634		0.900627616		0.832454519		0.790764462		0.779939467		0.774118009		0.785851601		0.789638461		0.783949183		0.585421487		0.570805054		0.997348854		4		4.0625		3.708333333		3.9375		3.9375		1.791666667		1.791666667		1.791666667		1.708333333		2.0625		28.49222892		0.26652788		2.648894794		271.2140695		0.085807057		0.056200645		302.6779218		2012.019313		434	
1	177	1076.009039		0.636146617		0.53537549		0.787487685		0.997152879		0.150933244		0.471049429		0.883516107		0.796610538		0.73305915		0.715364409		0.725821534		0.703082158		0.707738654		0.71253221		0.567673538		0.580412585		0.997152879		3.3125		3.708333333		3.895833333		3.645833333		3.854166667		1.770833333		1.854166667		1.833333333		1.875		1.8125		20.4922745		0.202414804		1.125057008		230.8255171		0.068041308		0.055765606		252.701029		1808.584517		434	
1	178	1135.952475		0.671347572		0.573278878		0.831910716		0.996706624		0.149850321		0.471959254		0.896114384		0.845462399		0.773213846		0.768694201		0.762453084		0.762973074		0.774750729		0.76792708		0.567361954		0.579900184		0.996706624		3.916666667		3.833333333		3.916666667		3.729166667		4.0625		1.791666667		1.854166667		1.833333333		1.875		1.916666667		26.47204212		0.221111293		2.233427456		258.9384069		0.083327203		0.058672452		287.9236602		1949.980558		440	
1	179	1206.05639		0.594895658		0.511101675		0.788854498		0.996692907		0.158627677		0.480593398		0.858485905		0.77036167		0.706852648		0.71658534		0.703637161		0.704097576		0.714532854		0.711783287		0.581220575		0.574100009		0.996692907		3.895833333		3.479166667		2.729166667		3.5		3.895833333		1.895833333		1.979166667		1.8125		1.8125		1.958333333		16.9821042		0.237209989		1.865260843		209.4977771		0.080655208		0.056276706		228.6386288		1685.959554		449	
1	180	1342.153777		0.650973888		0.561813287		0.838589958		0.995616738		0.158258919		0.484600235		0.891095476		0.840697328		0.768306335		0.771764106		0.762112321		0.764963381		0.774163413		0.778580853		0.590902315		0.562973342		0.995616738		4.0625		3.625		3.854166667		3.729166667		3.770833333		1.8125		1.8125		1.895833333		1.916666667		2.041666667		24.31821614		0.280305475		2.077601168		255.3437346		0.081030823		0.067377155		282.0872345		1937.193808		450	
1	181	984.4243485		0.661824159		0.555116972		0.8184016		0.9966695		0.155421254		0.483673146		0.902250608		0.831998794		0.766382822		0.753605027		0.735621851		0.738695319		0.732036329		0.743921333		0.580932705		0.57115805		0.9966695		3.520833333		3.666666667		4.145833333		3.729166667		4.166666667		2.020833333		1.729166667		1.8125		1.916666667		1.9375		24.75241204		0.222676888		1.02364715		236.452105		0.071278011		0.067853987		262.518695		1821.615464		447	
1	182	1221.954166		0.652180383		0.553091017		0.811586106		0.996474676		0.157006636		0.500552257		0.904735287		0.837151244		0.764518765		0.74136289		0.750563856		0.749660034		0.753784209		0.740254075		0.576690903		0.576790409		0.996474676		4.083333333		4.041666667		3.479166667		3.541666667		3.916666667		1.979166667		1.979166667		2.166666667		1.895833333		1.770833333		25.34685126		0.238051753		1.448904738		241.0148249		0.07679055		0.064579605		268.1132123		1882.950521		465	
1	183	1146.164927		0.665894573		0.568080326		0.803764506		0.996749049		0.150330706		0.499592338		0.903421957		0.823863964		0.764715766		0.750187216		0.738680268		0.73542014		0.73610998		0.742806259		0.576441949		0.570637807		0.996749049		3.875		3.770833333		3.9375		3.854166667		3.770833333		1.958333333		1.854166667		2.041666667		1.958333333		2.104166667		22.92819804		0.239019034		1.857103297		243.1301981		0.083614211		0.059335097		268.2138535		1886.440025		471	
1	184	1071.04642		0.666364905		0.576232429		0.828048766		0.994993891		0.156807815		0.468530527		0.890968967		0.841166842		0.775790516		0.758615431		0.756742685		0.769120118		0.767284935		0.75694106		0.564170045		0.587631661		0.994993891		3.875		3.833333333		3.895833333		3.5625		4.208333333		1.645833333		1.979166667		1.833333333		1.875		1.791666667		27.01313512		0.277908257		1.982842383		256.9859684		0.090491515		0.066647913		286.3265021		1942.700113		433	
1	185	1022.199675		0.64866044		0.562469028		0.831251642		0.997072504		0.150553024		0.458428151		0.888661437		0.826562874		0.757320893		0.752369964		0.761028185		0.757602775		0.770415416		0.75729091		0.585106173		0.562519355		0.997072504		3.75		4.166666667		4.020833333		3.5625		3.645833333		1.791666667		1.958333333		1.916666667		1.666666667		1.854166667		27.24511991		0.257216827		2.250606256		257.8374212		0.083777217		0.068332337		287.6586966		1987.114735		436	
1	186	1249.625485		0.651326916		0.5669219		0.805668804		0.996605815		0.154232572		0.486815053		0.897505933		0.828258238		0.760960263		0.751822424		0.747576762		0.747703754		0.752371976		0.753995267		0.593898824		0.556939563		0.996605815		4.104166667		4.083333333		3.770833333		3.375		3.645833333		1.770833333		1.875		2		1.9375		2		22.94718058		0.281228868		2.140881515		260.9882381		0.087089099		0.06711332		286.4246424		1997.906386		455	
1	187	1046.708318		0.661169534		0.564976327		0.813784929		0.997063414		0.162537839		0.468138185		0.895630085		0.824604495		0.762830591		0.758875795		0.757005931		0.757640934		0.75999275		0.757520947		0.577302876		0.582298377		0.997063414		3.875		3.791666667		4.104166667		3.916666667		3.479166667		1.895833333		1.583333333		1.895833333		1.770833333		2.020833333		24.25249233		0.253676623		1.873291599		265.4664726		0.088658156		0.055841368		291.9017745		2005.618548		435	
1	188	1118.062889		0.6842814		0.5901363		0.861234152		0.996917546		0.156198734		0.490668961		0.904994426		0.837676373		0.797257835		0.786445171		0.80382864		0.790364518		0.802895682		0.799301948		0.579379421		0.573736859		0.996917546		3.333333333		3.8125		4.166666667		4.166666667		4.5		1.75		1.791666667		2.104166667		2.041666667		2.083333333		29.89488297		0.248205609		2.442549696		237.4206572		0.097496537		0.079493094		270.0857886		1815.76827		464	
