Scenario	Replication	([CycleTime].SampleAverage)/1[min]		[TransportToLab].WorkingTime/[TransportToLab].TotalTime		[FillForm].WorkingTime/[FillForm].TotalTime		[TakeX-ray].WorkingTime/[TakeX-ray].TotalTime		[DevelopX-Ray].WorkingTime/[DevelopX-Ray].TotalTime		[Inspection].WorkingTime/[Inspection].TotalTime		[TransportToWard].WorkingTime/[TransportToWard].TotalTime		[Orderly1].WorkingTime/[Orderly1].TotalTime		[Orderly2].WorkingTime/[Orderly2].TotalTime		[Orderly3].WorkingTime/[Orderly3].TotalTime		[X-RayTech1].WorkingTime/[X-RayTech1].TotalTime		[X-RayTech2].WorkingTime/[X-RayTech2].TotalTime		[X-RayTech3].WorkingTime/[X-RayTech3].TotalTime		[X-RayRoom1].WorkingTime/[X-RayRoom1].TotalTime		[X-RayRoom2].WorkingTime/[X-RayRoom2].TotalTime		[DRTech1].WorkingTime/[DRTech1].TotalTime		[DRTech2].WorkingTime/[DRTech2].TotalTime		[DarkRoom1].WorkingTime/[DarkRoom1].TotalTime		[InMonday].SampleAverage		[InTuesday].SampleAverage		[InWednesday].SampleAverage		[InThursday].SampleAverage		[InFriday].SampleAverage		[OutMonday].SampleAverage		[OutTuesday].SampleAverage		[OutWednesday].SampleAverage		[OutThursday].SampleAverage		[OutFriday].SampleAverage		[TransportLabQueue].QueueLengthAverage		[WaitingArea].QueueLengthAverage		[WaitingX-Ray].QueueLengthAverage		[WaitingDevelop].QueueLengthAverage		[InspectionQueue].QueueLengthAverage		[ReturnQueue].QueueLengthAverage		[AvgQueueLength].Value		([TransportLabQueue].AverageQueueTime+[WaitingArea].AverageQueueTime+[WaitingX-Ray].AverageQueueTime+[WaitingDevelop].AverageQueueTime+[InspectionQueue].AverageQueueTime+[ReturnQueue].AverageQueueTime)/1[min]		[PatientEnterPhysiciansOffice].NumberAdded	
1	36	1184.304111		0.656299273		0.564470945		0.817899075		0.996025259		0.154559303		0.440827455		0.887988079		0.826241357		0.766075726		0.757291363		0.757738641		0.755502271		0.767587101		0.758738705		0.586388731		0.56419583		0.996025259		3.8125		3.5625		3.666666667		3.625		4.229166667		1.854166667		1.708333333		1.6875		1.875		1.708333333		21.64441112		0.276255981		2.788312497		246.729232		0.086723556		0.061868127		271.5000797		1859.247744		419	
1	37	1057.855977		0.646179894		0.553620102		0.830010916		0.995458361		0.153424618		0.474441238		0.893407081		0.823174549		0.766845716		0.748362181		0.742934309		0.747765522		0.754183599		0.744731695		0.572367549		0.57651543		0.995458361		3.541666667		3.791666667		4.291666667		3.395833333		4		1.604166667		1.958333333		1.916666667		1.791666667		1.854166667		25.38010414		0.226311065		1.113107453		250.8626378		0.077216787		0.076491615		277.6586521		1926.550441		433	
1	38	1106.262139		0.632805249		0.546587615		0.797630879		0.99699784		0.154676464		0.466263729		0.883968047		0.802599557		0.742173268		0.740229871		0.728382208		0.732566904		0.736694396		0.738647297		0.586336178		0.565338126		0.99699784		3.729166667		3.625		3.270833333		3.833333333		4.041666667		1.854166667		1.854166667		2		1.770833333		1.791666667		22.86312807		0.321679703		2.221012084		226.7695596		0.089277056		0.066710126		252.2420896		1785.74283		440	
1	39	1085.399902		0.660201787		0.547305933		0.819799811		0.99523311		0.155728398		0.486221583		0.886332542		0.811724641		0.758028094		0.742235814		0.733063222		0.739531269		0.743762783		0.729953289		0.571934843		0.579026665		0.99523311		4.25		3.166666667		3.666666667		3.6875		4.125		1.875		1.8125		1.875		2.125		1.833333333		22.82725464		0.195527572		1.056209386		238.7849017		0.083051044		0.05969788		262.9235912		1847.767851		452	
1	40	1284.949313		0.68354088		0.565149221		0.844091212		0.996181435		0.16195722		0.483397542		0.917371546		0.849311524		0.794695338		0.759899111		0.767504466		0.75800106		0.748871484		0.755137979		0.560277838		0.597860818		0.996181435		4.3125		3.9375		3.916666667		3.666666667		4.0625		1.875		1.958333333		1.875		1.875		2		29.31689675		0.224043624		1.0595643		267.5716156		0.0876006		0.07699336		298.2491136		2012.093911		455	
1	41	933.6549343		0.70948873		0.62395915		0.892251185		0.997115556		0.153131567		0.472806348		0.927591852		0.872564538		0.832889442		0.821685212		0.826284606		0.821224552		0.833606593		0.834761724		0.596923758		0.553323365		0.997115556		3.916666667		4.729166667		4.25		3.958333333		4.041666667		1.791666667		1.791666667		2		1.791666667		1.875		31.89554338		0.28181915		2.462110543		293.3666639		0.086902743		0.06389025		328.0700272		2070.389851		439	
1	42	1193.416949		0.59295905		0.503406313		0.772127696		0.995925208		0.152043368		0.472314094		0.862412962		0.770351217		0.701251051		0.699658876		0.702747386		0.689331941		0.700456389		0.699249829		0.577277959		0.570690618		0.995925208		3.791666667		3.0625		3.520833333		3.1875		3.854166667		1.854166667		1.833333333		1.791666667		1.916666667		1.875		17.32852545		0.213486997		1.187165657		212.2985181		0.076133194		0.054933247		231.0826294		1720.68395		440	
1	43	1187.69509		0.666306645		0.566599715		0.836543286		0.99507038		0.150477436		0.457841301		0.897099143		0.812095795		0.765011386		0.751280416		0.773200424		0.759631589		0.769209289		0.775039656		0.568171233		0.577376583		0.99507038		3.895833333		4.166666667		3.854166667		3.416666667		3.729166667		1.6875		1.854166667		1.645833333		1.791666667		1.9375		25.49977119		0.255625348		2.134457498		271.2977663		0.085054673		0.05692193		299.2445423		2050.894616		423	
1	44	1102.429127		0.642617098		0.545621216		0.814599565		0.995658523		0.151031684		0.488913693		0.879041778		0.808672322		0.750118522		0.722192428		0.743240565		0.744852727		0.741659828		0.73770545		0.568993362		0.577696845		0.995658523		3.604166667		4.166666667		3.729166667		3.770833333		3.479166667		1.854166667		1.895833333		1.895833333		1.979166667		1.8125		22.30361011		0.215301535		1.072272712		245.3823086		0.086864935		0.072431265		269.0459243		1896.182035		448	
1	45	1121.081982		0.625315671		0.524174985		0.788308029		0.996599286		0.143894999		0.460776766		0.864601661		0.789625131		0.728755137		0.706216275		0.705185262		0.702719579		0.70357519		0.706553267		0.56946152		0.571032765		0.996599286		3.25		4		3.770833333		3.583333333		3.520833333		1.854166667		1.9375		1.875		1.8125		1.6875		22.13440665		0.202130345		1.166321618		225.0548007		0.072858819		0.059294635		248.6169539		1808.50117		435	
1	46	1339.928549		0.664933934		0.55556828		0.810374046		0.995131179		0.156550198		0.503858539		0.891317532		0.8313047		0.766647447		0.744332578		0.749493279		0.738227797		0.746122126		0.742113074		0.58268595		0.568995427		0.995131179		4.270833333		3.625		4		3.458333333		3.666666667		1.9375		1.8125		1.833333333		2.145833333		2.083333333		24.88671297		0.207208507		1.43355658		254.5587081		0.08249046		0.057988813		281.144175		1969.719341		466	
1	47	978.4911808		0.605603385		0.51217346		0.781587281		0.995368216		0.146398436		0.462292214		0.852564963		0.763982247		0.698439091		0.698005195		0.692316461		0.705888068		0.705833535		0.703325805		0.567993761		0.573910943		0.995368216		3.4375		3.645833333		3.458333333		3.25		3.729166667		1.854166667		1.916666667		1.666666667		1.770833333		1.895833333		16.36355996		0.195547031		1.822486014		217.3680243		0.07556438		0.052390815		235.8020081		1736.916989		432	
1	48	1045.898184		0.65232606		0.554435188		0.832215407		0.995884676		0.162109326		0.459238059		0.897320611		0.826524048		0.777369834		0.74651187		0.75314502		0.757166738		0.748959406		0.748613198		0.581409771		0.576584231		0.995884676		4.020833333		3.75		3.833333333		3.9375		3.875		1.958333333		1.854166667		1.833333333		1.6875		1.75		28.97854287		0.252655541		1.338481121		255.5471303		0.083422708		0.064571308		286.1813811		1943.301048		431	
1	49	989.2453096		0.657055025		0.560707429		0.813056089		0.996011282		0.154154291		0.480332401		0.892274094		0.834290855		0.764655471		0.7426568		0.749697795		0.738537317		0.732394989		0.750761203		0.583728861		0.566436711		0.996011282		3.541666667		3.916666667		3.8125		4.041666667		3.833333333		1.854166667		1.875		1.875		1.854166667		1.875		26.11235881		0.223067184		1.049264228		244.0762995		0.083677667		0.059545003		271.5205348		1876.012397		443	
1	50	1289.068548		0.680756365		0.575320561		0.821854557		0.99722179		0.157047897		0.488454808		0.901056357		0.835708885		0.774392787		0.763671419		0.757442818		0.77038103		0.767612082		0.768337891		0.565734082		0.588535604		0.99722179		4.25		3.854166667		3.729166667		3.645833333		3.895833333		1.875		2.145833333		1.791666667		1.833333333		2		25.72741494		0.27660266		1.794097886		256.1121454		0.094055411		0.059555618		283.9698165		1957.960023		458	
1	51	993.8868854		0.643166983		0.555510171		0.817100062		0.995216635		0.153340143		0.465208575		0.877612184		0.811589205		0.744457679		0.733843328		0.74581362		0.744799735		0.739201707		0.745283519		0.575089888		0.57346689		0.995216635		3.770833333		3.895833333		3.4375		3.625		4.166666667		1.8125		1.833333333		1.770833333		1.854166667		1.791666667		23.49904262		0.274618409		1.278991109		245.5740527		0.084363853		0.065464795		270.6921696		1892.723237		430	
